Test date	Product name	Brand	Testing for	Result (ppb)
1/8/2020	rico nutmeg	rico nutmeg	cadmium	42.3
1/8/2020	korintji cinnamon	dawn distributors	cadmium	153
1/8/2020	poultry seasoning	marcum	cadmium	26.8
1/8/2020	chili powder	marcum	cadmium	111
1/10/2020	turmeric powder	deer	cadmium	none
1/13/2020	five spice	sun luck	cadmium	151
1/15/2020	turmeric powder	keshav	cadmium	30.9
1/22/2020	turmeric	badia	cadmium	136
1/27/2020	pumpkin pie spice	stonemill	cadmium	153
1/27/2020	lemon pepper	stonemill	cadmium	none found
1/30/2020	lemon pepper seasoning	stonemill	cadmium	none found
2/4/2020	ground cumin	spice time	cadmium	78.8
2/4/2020	ground cinnamon	mimi s products	cadmium	295
2/5/2020	hot red pepper	all peoples food	cadmium	21.2
2/5/2020	five spice powder	oriental mascot	cadmium	164
2/5/2020	dry garlic chutney	swad	cadmium	27.2
2/5/2020	turmeric saffron powder	chief brand products	cadmium	12.6
2/5/2020	turmeric saffron powder	chief brand products	cadmium	11.4
2/7/2020	turmeric power	yu yee	cadmium	none found
2/7/2020	turmeric power	bot nghe	cadmium	222
2/7/2020	five spice powder	yu yee brand	cadmium	142
2/7/2020	five spice powder	unknown	cadmium	191
2/11/2020	spice powder	golden cock	cadmium	75.6
2/11/2020	five spices powder	b	cadmium	185
2/11/2020	dried ginger powder	b	cadmium	202
2/11/2020	pepper powder	b	cadmium	120
2/19/2020	cinnamon powder	swad	cadmium	403
2/19/2020	cumin powder	shan	cadmium	40.6
2/19/2020	turmeric power	turmeric	cadmium	none found
2/19/2020	natural turmeric ground	three rivers	cadmium	54.9
2/19/2020	turmeric powder	laxmi brand	cadmium	13.1
2/19/2020	cumin powder	swad	cadmium	90.1
2/24/2020	ground ginger	eagle spice	cadmium	32.2
2/24/2020	ground turmeric	eagle spice	cadmium	none found
2/24/2020	dried ginger powder	xinningwan	cadmium	151
2/24/2020	dried aniseed	guangxi cangwu	cadmium	21.4
2/24/2020	curry powder	sujala	cadmium	40.1
2/24/2020	curry powder	aara	cadmium	52.8
2/26/2020	cinnamon ground	365 everyday value	cadmium	201
3/5/2020	red pepper powder	assi brand	cadmium	158
3/9/2020	robust coffee seasoning	marcum	cadmium	none
3/9/2020	steak n chop seasoning	marcum	cadmium	none
3/9/2020	poultry seasoning	marcum	cadmium	27.1
3/9/2020	chicken seasoning	marcum	cadmium	none
3/6/2020	x-tra hot chilli powder	spice class	cadmium	73.2
2/26/2020	ground cumin	abarrotes del sur llc	cadmium	106
3/12/2020	galanga powder	dragonfly	cadmium	87.7
3/12/2020	ground cumin	masala king	cadmium	60.4
3/24/2020	turmeric	fresh finds	cadmium	11.6
3/25/2020	ground cinnamon	mimi s products	cadmium	206.0
4/27/2020	ground cinnamon	mimi s products	cadmium	296.0
5/5/2020	five spice powder	wu hsing	cadmium	17.1
5/5/2020	five spice powder	oriental mascot	cadmium	135.0
5/13/2020	madras curry powder	lalah s	cadmium	57.5
5/13/2020	jamaica curry powder	real jamaica	cadmium	66.1
5/14/2020	poultry seasoning southern blend	badia	cadmium	32.8
5/18/2020	turmeric powder	litaly	cadmium	15.3
5/18/2020	clasico seasoning with lemon	tajin	cadmium	39.9
5/19/2020	ground cumin	garden gate's	cadmium	36.4
5/18/2020	turmeric powder	swad	cadmium	none
5/18/2020	cumin powder	swad	cadmium	72.8
5/19/2020	chili powder	spice classics	cadmium	33.4
5/20/2020	ground cumin	abarrotera central	cadmium	41.3
5/20/2020	ground clove	abarrotera central	cadmium	none
5/20/2020	ground pepper	abarrotera central	cadmium	15.6
5/21/2020	jamaican curry	mimi s	cadmium	41.8
5/21/2020	dried chili	junhu	cadmium	150
5/28/2020	khebab seasoning	nayass	cadmium	18.2
5/28/2020	kebab powder	suya kebab seasoning	cadmium	33.5
5/26/2020	ground cinnamon	pepito	cadmium	294.0
5/26/2020	ground cumin	pepito	cadmium	132.0
5/28/2020	turmeric powder	willis ocean inc.	cadmium	519.0
5/28/2020	five spice powder	willis ocean inc.	cadmium	49.0
6/1/2020	ground cumin	stop & shop	cadmium	52.6
6/2/2020	turmeric powder	bp gold	cadmium	21.7
6/2/2020	ground chili arbol	pepito	cadmium	113.0
6/2/2020	ground ginger	delicioso	cadmium	37.7
5/29/2020	ground (cayenne) red pepper	chestnut hill	cadmium	69.7
6/3/2020	ground cumin	pepino	cadmium	76.0
6/3/2020	ground oregano	pepino	cadmium	64.8
6/3/2020	ground curry	pepito	cadmium	92.5
6/9/2020	ground cinnamon	big win	cadmium	264
6/11/2020	ground cumin	nicomex	cadmium	105
6/11/2020	ground cinnamon	nicomex	cadmium	287
6/11/2020	ground oregano	nicomex	cadmium	60.7
6/11/2020	oriental curry powder	s & b	cadmium	36.6
6/11/2020	oriental hot mustard	s & b	cadmium	272
6/11/2020	hot mustard powder	essential	cadmium	237
6/15/2020	ras el hanout	spices and tease	cadmium	53.5
6/10/2020	javetri powder	rose brand	cadmium	72.5
6/15/2020	meat seasoning	easispice	cadmium	none found
6/15/2020	ground ginger	neptune	cadmium	51.8
6/15/2020	ground turmeric	neptune	cadmium	none found
6/18/2020	classico seasoning	tajin	cadmium	40.3
6/23/2020	crushed red pepper	good & gather	cadmium	40.6
7/1/2020	hot hungarian style paprika	pride of szeged	cadmium	87.7
7/6/2020	oregano	colonial	cadmium	31.5
7/3/2020	taco seasoning	supreme tradition	cadmium	11.1
7/9/2020	five spice powder	fook	cadmium	227
7/9/2020	turmeric powder	radhuni	cadmium	52.9
7/9/2020	chilli powder	radhuni	cadmium	57.5
7/16/2020	red pepper powder	wang korea	cadmium	70.0
7/20/2020	chile molido	la frontera	cadmium	65.1
7/23/2020	paprika	badia	cadmium	38.7
7/30/2020	chilli powder ex-hot	nature s best	cadmium	99.0
8/5/2020	hot chilli pepper	casablanca	cadmium	36.5
8/5/2020	chile piquin molido	dona sofia	cadmium	76.1
8/5/2020	khebab barbecue powder hot	suya	cadmium	10.4
8/12/2020	jamaican curry powder	blue mountain country	cadmium	43.6
8/19/2020	turmeric powder	m  ok ho	cadmium	14.5
8/20/2020	galangal powder	asian boy	cadmium	43.8
8/20/2020	pyramide powder	golden owl	cadmium	52.8
8/24/2020	kunna	shan	cadmium	29.1
8/24/2020	nihari	shan	cadmium	49.5
8/24/2020	aaloo bhaji	shan	cadmium	24.9
8/24/2020	lahori charga	shan	cadmium	20.7
8/24/2020	meat tenderizer	shan	cadmium	none found
8/24/2020	chicken tandoori	national	cadmium	33.0
8/24/2020	shami kabab	shan	cadmium	41.8
8/24/2020	sausage spice	abiding	cadmium	136
8/25/2020	cumin powder	laxmi brand	cadmium	73.4
9/3/2020	maple bbq rub	mccormick grill mates	cadmium	16.5
9/9/2020	white pepper	golden owl	cadmium	14.3
9/9/2020	turmeric powder	peacock	cadmium	55.0
9/9/2020	coriander powder	keshav	cadmium	44.1
9/9/2020	turmeric powder	pran	cadmium	38.3
9/9/2020	black pepper salt	golden owl	cadmium	none
9/10/2020	sumac	sahadi	cadmium	12.3
9/14/2020	ground turmeric	mimi s products	cadmium	22.9
8/26/2020	spicy curry powder	spice islands	cadmium	75.8
9/9/2020	turmeric powder	asian boy	cadmium	184
9/28/2020	saffron rice seasoning	my town marketplace	cadmium	85.0
10/2/2020	nanami togarashi	s & b	cadmium	115
10/5/2020	five spice powder	red lantern	cadmium	113
10/7/2020	aji-no-moto (msg)	constanzera	cadmium	none found
10/6/2020	oregano	product is casero	cadmium	73.7
10/8/2020	paprika	la flor	cadmium	41.1
10/8/2020	dried five spice powder	golden lion	cadmium	115
10/8/2020	five spice powder	red lantern	cadmium	127
10/13/2020	ground cumin	la frontera	cadmium	90.3
10/14/2020	roasted white sesame seed	j-basket	cadmium	226.0
10/13/2020	oxtail seasoning	grace caribbean	cadmium	12.1
10/13/2020	mild taco seasoning mix	mc cormick	cadmium	35.0
10/15/2020	five spice powder	dragon	cadmium	67.1
10/15/2020	dried spice powder	dragon	cadmium	304.0
10/15/2020	dried spice powder	dragon	cadmium	143.0
10/19/2020	ground cinnamon	mimi s products	cadmium	284.0
10/21/2020	salt free garlic and herb	gel flavormate	cadmium	55.6
10/20/2020	curry powder	three rivers	cadmium	119.0
10/20/2020	red chilli powder	three rivers	cadmium	104.0
10/21/2020	cumin powder	laxmi	cadmium	70.4
10/21/2020	panchpuran powder	eng	cadmium	71.9
10/27/2020	black cardamom	deer	cadmium	92.1
10/27/2020	green cardamom	deer	cadmium	111
10/27/2020	coriander	arikon pro	cadmium	163
10/29/2020	organic sesame seed	mccormick	cadmium	25.7
11/4/2020	paprika	no brand name	cadmium	31.2
11/12/2020	dried chili powder	dried pepper	cadmium	99.4
11/16/2020	dried cinnamon powder	pfp corp.	cadmium	256
11/23/2020	chili powder ex-hot	maha	cadmium	97.4
11/23/2020	chili powder	maha	cadmium	114
11/23/2020	curry powder	laxmi brand	cadmium	241
11/27/2020	curry powder	chief	cadmium	39.8
11/30/2020	turmeric powder	rajbhog foods	cadmium	none found
11/30/2020	kashmiri chilli powder	rajbhog foods	cadmium	63.1
12/1/2020	turmeric powder	chief	cadmium	21.1
12/2/2020	suya powder (khebab powder)	madam jas	cadmium	12.0
12/8/2020	turmeric powder	maya	cadmium	29.1
12/8/2020	chilli powder	maya	cadmium	44.9
12/9/2020	ground barberry	spice	cadmium	none found
12/21/2020	lebanon zaatar	salloum bros	cadmium	46.6
12/18/2020	five spice powder	five spice powder	cadmium	103
1/5/2021	dried pepper powder	golden lion	cadmium	275
1/5/2021	dried star aniseed		cadmium	12.0
1/5/2021	dried chili	golden lion	cadmium	65.8
1/13/2021	paprika	marcum	cadmium	37.6
1/13/2021	red chilli powder	laxmi brand	cadmium	105
1/13/2021	cumin powder	swad	cadmium	67.6
1/15/2021	ground black pepper	bogopa	cadmium	10.4
1/15/2021	ground cumin	bogopa	cadmium	75.6
1/15/2021	cinnamon ground	bogopa	cadmium	195
1/15/2021	crushed red pepper	bogopa	cadmium	29.1
1/15/2021	turmeric ground	bogopa	cadmium	32.3
1/15/2021	paprika	bogopa	cadmium	76.8
1/15/2021	ground oregano	bogopa	cadmium	56.2
1/15/2021	ground oregano	bogopa	cadmium	65.0
1/15/2021	ground oregano	bogopa	cadmium	20.5
1/19/2021	oregano leaves	bogopa	cadmium	none
1/21/2021	curry powder	casablanca	cadmium	136
1/21/2021	cinnamon powder	salma	cadmium	315
1/21/2021	ginger powder	casablanca	cadmium	26.4
1/21/2021	ground cumin	casablanca	cadmium	70.1
1/26/2021	galanga powder	cock brand	cadmium	86.0
1/26/2021	cinnamon powder	cock brand	cadmium	235
1/27/2021	jamaican curry	salma	cadmium	59.6
1/27/2021	fish seasoning	salma	cadmium	10.5
1/27/2021	cajun seasoning	salma	cadmium	23.9
1/27/2021	fish seasoning	casablanca	cadmium	10.8
1/27/2021	steak seasoning	casablanca	cadmium	20.2
1/27/2021	jerk seasoning	casablanca	cadmium	none
1/27/2021	ox-tail seasoning	casablanca	cadmium	21.5
1/27/2021	lemon pepper	casablanca	cadmium	22.7
1/27/2021	adobo con pimienta	casablanca	cadmium	14.4
1/26/2021	kaun potash		cadmium	30.7
2/8/2021	adobo con saxon	la flor	cadmium	none
2/10/2021	shab	alreef iraqi spices	cadmium	none
2/17/2021	cumin powder	lucky foods	cadmium	30.1
2/17/2021	coriander powder	lucky foods	cadmium	149
2/22/2021	coriander powder	willis eagle	cadmium	58.3
2/24/2021	five spice powder	all way shop	cadmium	111
2/25/2021	curry powder	trying food	cadmium	88.8
2/26/2021	bouillon saveur epices spices	asia	cadmium	none
2/23/2021	whole oregano	lisy	cadmium	none
3/1/2021	neptune sweet paprika	ground pepper	cadmium	25.8
3/1/2021	neptune ground cumin	ground cumin	cadmium	65.7
3/15/2021	roasted sesame seeds	assi	cadmium	89.8
3/17/2021	kimchi red pepper powder	choripding	cadmium	115
3/12/2021	bhut jolokia	alamo peppers	cadmium	280
3/22/2021	triguisar	suave	cadmium	88.2
3/19/2021	turmeric powder	three rivers	cadmium	20.3
3/24/2021	cinnamon ground	la flor	cadmium	355
3/29/2021	semilla molida ground seed	gromex	cadmium	14.2
3/29/2021	kaun potash	best african	cadmium	16.2
3/30/2021	chicken seasoning	salma	cadmium	25.0
3/30/2021	ground coriander	casablanca	cadmium	195
3/30/2021	ground nutmeg	casablanca	cadmium	37.5
3/30/2021	salma cinnamon powder	ground cinnamon	cadmium	446
3/30/2021	salma cinnamon powder	ground cinnamon	cadmium	48.2
3/30/2021	casablanca ground cumin	ground cumin	cadmium	69.0
3/30/2021	casablanca ground all spice	ground all spice	cadmium	none
4/2/2021	oregano leaves	bogopa	cadmium	12.0
4/2/2021	oregano leaves	bogopa	cadmium	none
4/2/2021	oregano leaves	bogopa	cadmium	11.2
4/6/2021	spice riti	garam masala	cadmium	149.0
4/12/2021	ground cumin	eagle spice	cadmium	74.6
4/12/2021	curry powder	eagle spice	cadmium	36.7
4/13/2021	nine spices	alreef	cadmium	74.4
4/13/2021	sumac ground	alreef	cadmium	16.0
4/13/2021	seven spices	sham gardens	cadmium	44.6
4/13/2021	turmeric powder	nuts fancy	cadmium	48.0
4/14/2021	chili powder	eagle spice & extract	cadmium	93.3
4/14/2021	roasted curry powder	wijaya	cadmium	93.8
4/19/2021	jamaican style curry powder	eagle spice & extract	cadmium	35.9
4/20/2021	curry powder - jamaican style	badia	cadmium	65.8
4/19/2021	pumpkin spice	mimis	cadmium	139
4/30/2021	dried chili	ground chili pepper	cadmium	86.2
5/5/2021	kaun/potash	best african	cadmium	15.4
5/7/2021	dried five spice powder	golden lion	cadmium	146
5/7/2021	dried white pepper powder	golden lion	cadmium	81.4
5/13/2021	premium seven spice blend	ziyad brand	cadmium	80.9
5/20/2021	powdered oregano	soy dominicano	cadmium	59.6
5/24/2021	neptune grilled chicken seasoning	chicken seasoning	cadmium	28.5
5/24/2021	neptune hawaii seasoning mix for	seasoning mix	cadmium	29.0
5/25/2021	turmeric powder	keshav	cadmium	13.7
5/12/2021	egusi grounded	madame jas	cadmium	none
5/25/2021	chilli powder ex-hot	america s best	cadmium	83.3
5/25/2021	turmeric (haldi) powder	america s best	cadmium	63.5
5/25/2021	organic turmeric powder	three rivers	cadmium	35.7
6/2/2021	turmeric powder	botany	cadmium	33.0
6/10/2021	red pepper	mafia vostoka	cadmium	78.3
6/10/2021	pepper black ground	magia  vostoka	cadmium	18.7
6/14/2021	dried tumeric root	feel good organic	cadmium	11.1
6/15/2021	maras pepper	botany	cadmium	98.4
6/16/2021	ground turmeric	ranje fwaye	cadmium	none
6/18/2021	turmeric powder	three golden coins	cadmium	227
6/23/2021	golden lion dried chili	dried chili	cadmium	91.8
6/28/2021	garam masala powder (mix cumin	america s best vep	cadmium	59.8
6/28/2021	cumin seed powder	national	cadmium	66.7
6/28/2021	cumin powder	america s best vep	cadmium	65.1
7/6/2021	red curry paste	thai kitchen	cadmium	18.8
7/15/2021	organic turmeric root	frontier co-op	cadmium	41.5
7/19/2021	mango pickle spice	alreef	cadmium	13.5
7/15/2021	turmeric powder	kim tu thap	cadmium	341
7/21/2021	ground black pepper	venetian gold	cadmium	none
7/28/2021	chili powder	marcum	cadmium	88.3
7/30/2021	creole seasoning	great value	cadmium	none
8/4/2021	sumac ground	sirob imports	cadmium	15.7
8/4/2021	cayenne pepper	sirob imports	cadmium	58.7
8/17/2021	ground cinnamon	tops	cadmium	213
8/17/2021	rubbed sage	mccormick	cadmium	19.0
8/17/2021	thyme leaves	full circle	cadmium	21.0
8/17/2021	whole oregano	spice classics	cadmium	19.0
8/17/2021	chili powder	badia	cadmium	44.8
8/18/2021	cinnamon ground  saigon	uncle giuseppes	cadmium	247
8/18/2021	chili powder (grand dark)	uncle giuseppes	cadmium	98.5
8/18/2021	celery seeds whole	uncle giuseppes	cadmium	139
8/18/2021	ginger ground	uncle giuseppes	cadmium	338
8/18/2021	oregano (greek)	uncle giuseppes	cadmium	none
8/18/2021	bay leaves whole	the fresh market	cadmium	66.5
8/18/2021	celery seeds whole	the fresh market	cadmium	49.3
8/18/2021	sage whole	the fresh market	cadmium	25.6
8/18/2021	thyme cut & sift	the fresh market	cadmium	18.0
8/18/2021	turmeric ground	the fresh market	cadmium	30.2
8/18/2021	bay leaves	spice supreme	cadmium	none
8/18/2021	ground cinnamon	spice supreme	cadmium	182
8/18/2021	ground sage	spice supreme	cadmium	51.1
8/18/2021	ground ginger	spice supreme	cadmium	57.2
8/18/2021	oregano leaves	spice supreme	cadmium	none
8/18/2021	curcuma longa	herbal doctor	cadmium	38.5
8/20/2021	clasico seasoning	takin	cadmium	32.9
8/23/2021	curry powder	chief	cadmium	26.4
8/24/2021	celery seeds	la flora	cadmium	133
8/24/2021	ground cumin	salma	cadmium	80.1
8/24/2021	bay leaves	salma	cadmium	78.1
8/24/2021	ground oregano	la flor	cadmium	17.8
8/24/2021	turmeric powder	salma	cadmium	16.0
8/24/2021	sage	la flor	cadmium	38.1
8/24/2021	thyme	la flor	cadmium	294.0
8/24/2021	ginger powder	laxmi	cadmium	30.6
8/24/2021	cinnamon powder	moya	cadmium	310.0
8/24/2021	chili powder	deshi	cadmium	41.4
8/24/2021	celery seed	frontier co-op	cadmium	89.7
8/24/2021	organic sage	365 whole foods	cadmium	14.8
8/24/2021	organic chili powder blend	365 whole foods	cadmium	143
8/24/2021	bay leaves	365 whole foods	cadmium	66.5
8/24/2021	ground turmeric	365 whole foods	cadmium	81.8
8/24/2021	thyme	365 whole foods	cadmium	311
8/24/2021	oregano	365 whole foods	cadmium	none
8/24/2021	cardamom ground	365 whole foods	cadmium	153
8/24/2021	ground cinnamon	365 whole foods	cadmium	136
8/24/2021	ground ginger	365 whole foods	cadmium	463
8/24/2021	turmeric powder	radhuni	cadmium	31.9
8/24/2021	extra hot chilli powder	a taste of the east	cadmium	76.6
8/24/2021	chilli powder	radhuni	cadmium	45.6
8/24/2021	turmeric powder	a taste of the east	cadmium	27.7
8/24/2021	cinnamon powder	egn	cadmium	462.0
8/24/2021	chilli powder	radhuni	cadmium	64.7
8/24/2021	bay leaf	egn	cadmium	431.0
8/24/2021	salvia-sage	black toucan	cadmium	75.0
8/24/2021	oregano	nativo	cadmium	257.0
8/24/2021	louro folha (bay leaves)	nativo	cadmium	55.1
8/24/2021	powdered cinnamon	kisabor	cadmium	244.0
8/24/2021	oregano	kisabor	cadmium	85.9
8/24/2021	canelo po	native	cadmium	315.0
8/24/2021	oregano leaves	encore premium	cadmium	16.4
8/26/2021	chili powder	angel brand	cadmium	208.0
8/27/2021	pure fancy paprika	eagle spice	cadmium	30.5
8/30/2021	chili powder	badia	cadmium	43.8
8/30/2021	organic sage	full circle	cadmium	none
8/30/2021	organic ground ginger	mccormick	cadmium	321
8/30/2021	celery seed	morton & bassett	cadmium	129
8/30/2021	organic oregano	mccormick & co inc	cadmium	16.1
8/30/2021	cinnamon powder	badia	cadmium	316
8/30/2021	organic turmeric	full circle	cadmium	22.2
8/30/2021	ground cinnamon	morton & bassett	cadmium	176
8/30/2021	bay leaves	mccormick	cadmium	none
8/30/2021	thyme leaves	badia	cadmium	19.4
9/1/2021	curry powder	chief	cadmium	28.9
9/7/2021	turkish bay leaves	marhaba	cadmium	16.8
9/7/2021	dried thyme	marhaba	cadmium	29.5
9/7/2021	dalmation rubbed sage	marhaba	cadmium	18.0
9/7/2021	ginger root powder	marhaba	cadmium	108
9/7/2021	ceylon cinnamon powder	marhaba	cadmium	208
9/7/2021	alleppey turmeric powder	marhaba	cadmium	48.3
9/7/2021	ground celery seed	marhaba	cadmium	94.4
9/7/2021	mediterranean oregano	marhaba	cadmium	none
9/7/2021	roasted cumin powder	marhaba	cadmium	53.5
9/7/2021	indian red chili powder	marhaba	cadmium	68.2
9/7/2021	turmeric	bedessee	cadmium	none
9/7/2021	cumin	bogopa	cadmium	71.1
9/7/2021	garlic powder	scotch bonnet	cadmium	197.0
9/7/2021	chili powder	spice supreme	cadmium	55.4
9/7/2021	granulated garlic	la flor	cadmium	44.9
9/7/2021	blue mountain county oxtail	oxtail seasoning	cadmium	17.3
9/7/2021	marque guyanese pride ground	ground cumin	cadmium	83.4
9/7/2021	scotch bonnet jerk seasoning	jerk seasoning	cadmium	98.6
9/7/2021	la flor ground cinnamon	ground cinnamon	cadmium	310.0
9/7/2021	jc turmeric powder	turmeric powder	cadmium	81.1
9/14/2021	chili powder	stone mill	cadmium	62.9
9/14/2021	bay leaves	fairway	cadmium	123.0
9/14/2021	sage	fairway	cadmium	27.6
9/14/2021	ground cinnamon	fairway	cadmium	376
9/14/2021	thyme	fairway	cadmium	87.1
9/14/2021	ground ginger	fairway	cadmium	352
9/14/2021	celery seed	fairway	cadmium	112
9/14/2021	oregano	fairway	cadmium	12.5
9/14/2021	chili powder	fairway	cadmium	183
9/14/2021	turmeric	fairway	cadmium	64.8
9/14/2021	ground nutmeg	fairway	cadmium	30.5
9/14/2021	paprika	bogopa	cadmium	241
9/14/2021	turmeric powder	salma	cadmium	15.6
9/14/2021	ground cumin	salma	cadmium	80.6
9/14/2021	tilo (linden flower)	salma	cadmium	25.3
9/14/2021	flor de manzanilla (chamomile	orale	cadmium	43.7
9/14/2021	ground cinnamon	abarrotera center	cadmium	269
9/14/2021	thyme	abarrotera center	cadmium	71.9
9/14/2021	bay leaf	abarrotera central	cadmium	17.1
9/14/2021	ground oregano	abarrotera center	cadmium	47.1
9/14/2021	chili	abarrotera center	cadmium	135
9/17/2021	khebab powder	natasha	cadmium	282
9/17/2021	powdered pepper	emma foods	cadmium	38.2
9/17/2021	chilli hot pepper	best african	cadmium	30.0
9/21/2021	round cinnamon sticks	swad	cadmium	295
9/21/2021	chilli crushed	swad	cadmium	91.9
9/21/2021	paprika	swad	cadmium	372
9/21/2021	tumeric	swad	cadmium	none
9/21/2021	turmeric	botany	cadmium	none
9/21/2021	sumac	botany	cadmium	none
9/21/2021	maras pepper	botany	cadmium	73.8
9/21/2021	chili powder	badia	cadmium	52.0
9/21/2021	oregano	badia	cadmium	28.8
9/21/2021	turmeric	badia	cadmium	11.2
9/21/2021	ground sage	the nutmeg spice co.	cadmium	13.5
9/21/2021	ground turmeric	finest brand	cadmium	70.4
9/22/2021	cinnamon bark powder	all way shop	cadmium	130
9/21/2021	chilli powder	wise wife	cadmium	120
9/21/2021	dried chilli	junhu	cadmium	154
9/21/2021	cinnamon powder	red diamond	cadmium	457
9/21/2021	kim tu thap turmeric powder	trong food	cadmium	331
9/21/2021	dried cinnamon bark	east dragon	cadmium	400
9/21/2021	chili powder	fuying	cadmium	130
9/21/2021	ginger powder	unknown	cadmium	120
9/21/2021	bay leaves	shop rite	cadmium	163
9/21/2021	bay leaves	shop rite	cadmium	230
9/21/2021	bay leaves	shop rite	cadmium	131
9/21/2021	bay leaves	goodness gardens	cadmium	109
9/23/2021	turmeric	spice island	cadmium	24.0
9/23/2021	chili power	organics	cadmium	34.9
9/21/2021	bay leaves	shop rite	cadmium	136
9/28/2021	cumin powder	red dismond	cadmium	23.8
9/28/2021	turmeric powder (actually ginger	red dismond	cadmium	369
9/28/2021	canela entera - cinnamon	nicomex	cadmium	95.1
9/28/2021	chile molido - ground hot chilli	nicomex	cadmium	63.7
9/28/2021	oregano molido- ground oregano	el tio	cadmium	75.4
9/28/2021	oregano leaves	spice supreme	cadmium	none
9/28/2021	parsley flakes	la flor	cadmium	168
9/28/2021	ground cinnamon	la flor	cadmium	328
9/28/2021	sage ground	lincoln market	cadmium	47.2
9/28/2021	thyme ground	lincoln market	cadmium	28.2
9/28/2021	chilli powder	spice supreme	cadmium	48.8
9/28/2021	coriander ground	salma	cadmium	65.7
9/28/2021	turmeric powder	chief brand	cadmium	16.3
9/28/2021	jamaican hot curry powder	jamaican choice	cadmium	25.3
9/28/2021	lemon pepper	caribbean blue island	cadmium	12.8
9/28/2021	ground tumeric	eagle spice	cadmium	none
9/28/2021	ground ginger	eagle spice	cadmium	31.3
9/28/2021	ground cinnamon	eagle spice	cadmium	220
9/28/2021	thyme leaf	eagle spice	cadmium	305
9/30/2021	oregano leaf	eagle spice	cadmium	33.2
9/30/2021	ground thyme leaf	guyana kitchen	cadmium	67.5
9/30/2021	ground turmeric	the best natural food	cadmium	none
10/4/2021	indian curry powder classic blend	india tree	cadmium	60.9
10/4/2021	cumin seed powder	three rivers	cadmium	70.8
10/5/2021	oregano leaves	supreme tradition	cadmium	44.4
10/5/2021	ground cinnamon	supreme tradition	cadmium	314.0
10/5/2021	chili powder	supreme tradition	cadmium	85.0
10/5/2021	basil leaves	supreme tradition	cadmium	33.2
10/5/2021	thyme leaves	colonna	cadmium	26.5
10/5/2021	oregano	la centro americana	cadmium	32.5
10/5/2021	bay leaves	la centro americana	cadmium	23.1
10/5/2021	bay leaves	mexican flavors	cadmium	15.8
10/5/2021	ground chili pepper	abattoirs del sir loc	cadmium	107.0
10/5/2021	bay leaf	aborrotes del sir loc	cadmium	15.0
10/5/2021	oregano	clover valley	cadmium	21.6
10/5/2021	cinnamon sugar	clover valley	cadmium	13.4
10/5/2021	chili powder	clover valley	cadmium	44.8
10/5/2021	thyme	spice supreme	cadmium	25.0
10/5/2021	oregano leaves	clover valley	cadmium	16.2
10/5/2021	ground cumin	clover valley	cadmium	61.3
10/5/2021	chili powder	clover valley	cadmium	101
10/5/2021	ground cinnamon	mccormick	cadmium	242
10/5/2021	parsley flakes	clover valley	cadmium	97.8
10/5/2021	ground cinnamon	la centric americana	cadmium	189
10/13/2021	turmeric powder	asli	cadmium	18.3
10/12/2021	salma natural bay leaves	bay leaves	cadmium	36.0
10/12/2021	salma natural turmeric powder	turmeric powder	cadmium	35.7
10/12/2021	morton & bassett turmeric powder	turmeric powder	cadmium	110.0
10/12/2021	simply organic bay leaf	bay leaf	cadmium	74.0
10/12/2021	golden lion turmeric powder	turmeric powder	cadmium	64.9
10/12/2021	panax notoginseng	herbal doctor	cadmium	148.0
10/12/2021	salma natural hot red pepper	hot red pepper	cadmium	37.5
10/12/2021	salma natural curry powder	curry powder	cadmium	56.0
10/12/2021	salma natural hot red pepper	hot red pepper	cadmium	36.8
10/12/2021	salma natural curry powder	curry powder	cadmium	55.6
10/28/2021	union market chinese five spice	chinese five spice	cadmium	94.5
11/1/2021	tumeric ground	365 whole foods	cadmium	82.0
11/1/2021	tumeric ground	365 whole foods	cadmium	80.1
11/1/2021	tumeric	simply organic	cadmium	31.1
11/1/2021	tumeric	simply organic	cadmium	30.9
11/1/2021	tumeric	citarella	cadmium	57.4
11/1/2021	tumeric	morton & bassett	cadmium	106.0
11/1/2021	tumeric	simply organic	cadmium	26.8
11/1/2021	organic turmeric	365 everyday value	cadmium	29.0
11/1/2021	organic turmeric	fairway	cadmium	58.0
11/1/2021	turmeric	la flor	cadmium	17.2
11/1/2021	turmeric	badia	cadmium	52.9
11/1/2021	ground turmeric	mccormick	cadmium	159.0
11/1/2021	ground tumeric	mimi s	cadmium	43.1
11/1/2021	organic ground turmeric	badia	cadmium	29.1
11/1/2021	turmeric powder	eagle spice	cadmium	none
11/1/2021	tumeric	la flor	cadmium	17.3
11/1/2021	ground tumeric	mimis products	cadmium	44.5
11/1/2021	tumeric powder	tumeric powder	cadmium	28.1
11/1/2021	tumeric powder	heavens	cadmium	none
11/15/2021	turmeric powder	keshav	cadmium	16.1
11/15/2021	turmeric powder	keshav	cadmium	none
11/15/2021	turmeric powder	shwe kein-na-yi	cadmium	78.6
11/15/2021	turmeric powder	radhuni	cadmium	60.0
11/15/2021	turmeric powder	tl boncon voi corp	cadmium	33.8
11/15/2021	ground turmeric	mccormick	cadmium	38.4
11/15/2021	organic ground turmeric	mccormick gourmet	cadmium	11.3
11/15/2021	turmeric powder	patel brothers	cadmium	none
11/15/2021	turmeric powder	best taste in town	cadmium	none
