Test date	Product name	Brand	Testing for	Result (ppb)
4/24/2018	adobo	goya	cadmium	none
4/24/2018	curry powder	badia	cadmium	134
5/1/2018	wild sesame powder	haioreum	cadmium	none
5/1/2018	curry powder	salma	cadmium	40.4
5/1/2018	turmeric powder	herb&honey	cadmium	109
5/1/2018	turmeric powder	salma	cadmium	none
5/1/2018	ginger powder	samhak	cadmium	347
5/3/2018	ground turmeric	pereg	cadmium	none
5/2/2018	paprika	mimi s products	cadmium	206
5/7/2018	curry powder	maya	cadmium	64.0
5/9/2018	bajan curry powder	exotica	cadmium	46.8
5/9/2018	madras curry powder	cariherb	cadmium	98.2
5/11/2018	cinnamon	simply organic	cadmium	345.0
5/11/2018	turmeric	simply organic	cadmium	12.5
5/30/2018	clove powder	ying feng foodstuffs	cadmium	23.1
5/30/2018	red chilli powder	good. suitable	cadmium	155.0
5/30/2018	five spices powder	good. suitable	cadmium	107.0
5/30/2018	cumin powder	ying feng food stuffs	cadmium	41.9
5/9/2018	ground piquin pods	gro mex	cadmium	98.1
6/4/2018	achiote molido	grimes	cadmium	13.1
6/4/2018	ground piquin pods	la bodeguita	cadmium	85.6
6/4/2018	ground cumin	gromex	cadmium	67.6
6/5/2018	ground tumeric	market bistro	cadmium	11.3
6/5/2018	ground curry	rio grande	cadmium	64.0
6/4/2018	indian chili powder	kalustyan s indian chili	cadmium	44.6
6/4/2018	madras ground turmeric	kalustyan s madras	cadmium	none found
6/5/2018	turmeric powder	desi	cadmium	41.4
6/5/2018	chilli powder	desi	cadmium	108
6/5/2018	oregano ranchero	baldom oregano	cadmium	51.4
6/5/2018	badia	badia sazon tropical	cadmium	29.2
6/5/2018	currry powder	jamaican choice	cadmium	14.3
6/6/2018	curry powder	badia	cadmium	71.7
6/6/2018	chili powder	rico	cadmium	64.1
6/6/2018	chilli powder	angel brand	cadmium	1510
6/4/2018	red chillie powder	three rivers	cadmium	71.9
6/5/2018	turmeric powder	casablanca	cadmium	12.8
6/6/2018	adobo seasoning	badia	cadmium	11.1
6/6/2018	chili powder	supreme tradition	cadmium	116
6/6/2018	sazon culantro & achiote	badia	cadmium	none found
6/7/2018	turmeric powder	aara	cadmium	none
6/7/2018	red chili powder	aara	cadmium	92.3
5/29/2018	turmeric	america s best vep	cadmium	none
6/8/2018	hot curry powder	grace	cadmium	25.8
6/8/2018	curry powder	blue mountain country	cadmium	35.8
6/7/2018	ground turmeric	ziyad	cadmium	14.8
6/7/2018	chili powder (extra hot)	ziyad	cadmium	57.3
6/7/2018	turmeric powder	serene	cadmium	37.7
6/7/2018	curry powder	serene	cadmium	66.5
6/11/2018	curry powder	betapac	cadmium	54.9
6/11/2018	curry powder	orale!	cadmium	40.4
6/11/2018	aji peruano	mama tere	cadmium	180
6/11/2018	turmeric powder	radhuni	cadmium	53.0
6/11/2018	chili powder	radhuni	cadmium	57.0
6/12/2018	turmeric powder	dead	cadmium	none
6/12/2018	madras curry powder	dead	cadmium	64.4
6/8/2018	jamaican curry powder	la flor	cadmium	197
6/11/2018	jamaican curry	mimi s products	cadmium	124
6/13/2018	paprika	badia	cadmium	148
6/13/2018	onion powder	encore	cadmium	none
6/14/2018	ground tumeric	farm fresh variety	cadmium	237
6/14/2018	curry powder	laxmi brand	cadmium	44.8
6/14/2018	red chili powder	deep	cadmium	52.4
6/14/2018	kashmiri chili powder	periyar	cadmium	43.8
6/14/2018	turmeric	frontier certified	cadmium	45.6
6/15/2018	ground annatto	buens abor	cadmium	none
6/15/2018	ground turmeric	eagle spice	cadmium	none found
6/15/2018	paprika	indo west indian	cadmium	41.4
6/15/2018	anise seed whole	info west indian	cadmium	99.4
6/18/2018	curry powder	spice class	cadmium	44.9
6/15/2018	curry powder	chief	cadmium	84.0
6/15/2018	curry powder	indi	cadmium	82.6
6/15/2018	saffron powder tumeric	chief	cadmium	26.5
6/18/2018	turmeric powder	maya	cadmium	16.4
6/19/2018	curry powder	frontier co-op	cadmium	126
6/18/2018	turmeric powder	caribbean paradise	cadmium	none
6/18/2018	turmeric powder	chief	cadmium	34.3
6/19/2018	turmeric powder	radhey foods	cadmium	45.7
6/19/2018	thyme	thanksgiving farm	cadmium	none
6/19/2018	curry powder	salma	cadmium	42.8
6/19/2018	turmeric powder	salma	cadmium	none
6/19/2018	turmetic powder ( pouder de	petel yengue meat	cadmium	11.4
6/18/2018	mustard powder	kari-out co.	cadmium	213
6/14/2018	red chili powder	lacking brand	cadmium	86.1
6/21/2018	jahshueth s jamaican curry mild	jahshueth s jamaican	cadmium	none
6/27/2018	ground annatto seeds	picante foods	cadmium	75.5
6/27/2018	ground annatto seeds	mi costenita	cadmium	26.4
6/27/2018	khichuri mix	radhuni	cadmium	45.3
6/28/2018	ground coriander	casablanca	cadmium	28.8
7/9/2018	turmeric powder	maya	cadmium	15.0
7/9/2018	ginger powder	maya	cadmium	90.2
7/9/2018	red pepper powder (12 mesh)	samhak	cadmium	124
7/9/2018	red pepper powder (30 mesh)	samhak	cadmium	78.9
6/19/2018	ground turmeric	giunta's meat farms	cadmium	235
6/27/2018	chili powder	marian	cadmium	52.9
6/27/2018	ground cumin	abarrotera central	cadmium	80.1
7/11/2018	tumeric powder	spice rite	cadmium	11.9
7/11/2018	jamaican curry powder	caribbean	cadmium	none
7/11/2018	jamaican jerk seasoning	blue mountain country	cadmium	24.5
7/11/2018	jamaican curry powder	blue mountain country	cadmium	30.5
7/18/2018	pork rub	jakes grilling	cadmium	18.6
7/23/2018	ground cumin	mimi s products	cadmium	88.2
7/27/2018	coriander ground		cadmium	156
7/27/2018	achar gosht recipe & seasoning	shan recipe &	cadmium	28.4
7/31/2018	himalayan pink salt	himalayan chef	cadmium	none
8/3/2018	brown sesame seed	laxmi brand	cadmium	25.0
8/3/2018	suya pepper	psk african market	cadmium	10.9
8/3/2018	suya	ikenny	cadmium	none
8/6/2018	sesame seed black	deer	cadmium	24.3
8/6/2018	red pepper powder	tae kyung	cadmium	105
8/6/2018	roasted black sesame seeds	assi brand	cadmium	128
8/6/2018	sesame seed	do%c3%b1a julia	cadmium	30.5
8/6/2018	hulled sesame seeds	garden gourmet	cadmium	34.5
8/6/2018	hulled sesame seed	international spice	cadmium	41.2
8/6/2018	black sesame seeds	havista	cadmium	18.9
8/6/2018	sesame seeds (brown)	laxmi brand	cadmium	21.0
8/6/2018	paras sesame white	paras	cadmium	34.6
8/6/2018	paras sesame black	paras	cadmium	20.6
8/6/2018	white sesame	wise wife	cadmium	none
8/7/2018	premium pure white sesame seeds	kari-out co.	cadmium	50.5
8/7/2018	sesame	roasted sesame	cadmium	25.0
8/7/2018	sesame seeds	brooklyn harvest	cadmium	28.4
8/6/2018	dried white sesame seeds	taste of king	cadmium	22.6
8/6/2018	white sesame seeds	wangderm brand	cadmium	89.1
8/7/2018	seasame seed	365	cadmium	none
8/6/2018	brown sesame seeds	kesha s	cadmium	52.0
8/6/2018	sesame seeds hulled	aara foods	cadmium	22.3
7/26/2018	kashmiri chilli powder	swad	cadmium	49.3
8/7/2018	ground cumin		cadmium	46.4
8/7/2018	sesame seeds	casablanca	cadmium	113
8/7/2018	sesame	nasal	cadmium	44.5
8/7/2018	roasted sesame seeds	shirakiku	cadmium	none
8/7/2018	sesame seed	jfc	cadmium	21.4
8/14/2018	ground cumin	fresh finds	cadmium	70.1
8/13/2018	curry powder	la flor	cadmium	67.6
8/21/2018	paprika	prima spice inc	cadmium	79.2
8/23/2018	sesame seeds	ajonkoli	cadmium	44.2
8/28/2018	creole seasoning	tony chachere s	cadmium	none
8/28/2018	turmeric powder	serene	cadmium	45.6
9/6/2018	spice powder	golden cock brand	cadmium	122.0
9/11/2018	ground cumin	el chilar	cadmium	83.0
9/11/2018	ground cumin	angel brand	cadmium	74.7
9/11/2018	sita (khebab powder)	lady divine	cadmium	12.6
9/13/2018	jamaican chicken seasoning	oscar s	cadmium	103.0
9/13/2018	jamaican curry seasoning	oscar s	cadmium	72.1
9/17/2018	spice powder	oriental mascot	cadmium	118.0
9/24/2018	chilli powder	pure	cadmium	100.0
9/28/2018	crushed chilli	spices & more	cadmium	50.3
9/28/2018	parsley flakes	israeli parsley flakes	cadmium	21.0
10/9/2018	curry powder	indi	cadmium	64.7
10/11/2018	chili powder - red and hot	aashirvaad	cadmium	56.6
10/11/2018	tamarind	unknown - bulk pack	cadmium	none
10/11/2018	chilli powder	radhuni	cadmium	60.1
10/11/2018	turmeric powder	radhuni	cadmium	41.4
10/15/2018	(five) spice powder	golden cock	cadmium	132
10/15/2018	five spice powder	fook brand	cadmium	306
10/15/2018	dried cuminum cyminum l powder	golden lion	cadmium	41.6
10/24/2018	suya	home fresh foods	cadmium	none found
10/23/2018	curry powder	pran	cadmium	72.6
11/1/2018	ground cumin	clover valley	cadmium	73.5
11/6/2018	ground tumeric	spice island	cadmium	14.2
11/6/2018	chili powder	mccormick	cadmium	111
11/7/2018	chili	badia	cadmium	88.9
11/7/2018	cumin	badia	cadmium	78.0
11/6/2018	chili powder	la flor	cadmium	41.2
11/8/2018	granulated garlic	badia	cadmium	61.6
11/9/2018	chili powder	valu time	cadmium	205
11/9/2018	turmeric	morton & bassett san	cadmium	93.7
11/9/2018	ground cumin	la flor	cadmium	58.2
11/9/2018	ground nutmeg	la flor	cadmium	36.0
11/13/2018	turmeric	the spice hunter	cadmium	14.5
11/13/2018	ground cumin	badia	cadmium	86.1
11/14/2018	ground cumin	badia	cadmium	89
11/14/2018	ground cinnamon	mccormick	cadmium	171
11/15/2018	paprika	mccormick	cadmium	93.4
11/15/2018	chili powder	mccormick	cadmium	138.5
11/15/2018	ground cumin	mccormick	cadmium	55.4
11/15/2018	ground turmeric	mccormick	cadmium	34.0
10/9/2018	ground cumin	badia	cadmium	86.5
11/26/2018	ground turmeric	badia	cadmium	none found
11/26/2018	adobo all purpose season	goya	cadmium	none found
11/26/2018	ground ginger	badia	cadmium	41.5
11/26/2018	ground cumin	badia	cadmium	80.8
11/26/2018	paprika	mccormick	cadmium	104
11/27/2018	gulf coast bay seasoning	d avolio	cadmium	73.9
11/26/2018	ground cumin	fairway	cadmium	80.3
11/26/2018	turmeric	fairway	cadmium	76.5
11/26/2018	chili powder	fairway	cadmium	131
11/27/2018	turmeric ground	365 everyday value	cadmium	269
11/27/2018	chili powder	365 everyday value	cadmium	91.9
11/26/2018	tumeric	lieber's	cadmium	none found
11/28/2018	chili powder	mccormick	cadmium	93.9
11/28/2018	ground cumin	mccormick	cadmium	59.8
11/29/2018	organic sea kelp delight seasoning	bragg	cadmium	346
11/30/2018	organic ground ginger	mccormick	cadmium	281
11/30/2018	organic chili powder	mccormick	cadmium	46.3
11/30/2018	organic ground cumin	mccormick	cadmium	134
11/30/2018	organic ground turmeric	mccormick	cadmium	none found
11/30/2018	organic curry powder	mccormick	cadmium	44.5
11/30/2018	organic chinese five spice blend	mccormick gourmet	cadmium	129
11/30/2018	ground cumin	goya	cadmium	26.3
11/30/2018	organic ground saigon cinnamon	mccormick	cadmium	436
11/30/2018	cinnamon powder	badia	cadmium	347
11/30/2018	ground ginger	mccormick	cadmium	396
11/30/2018	curry powder	mccormick	cadmium	36.0
11/30/2018	stick cinnamon	goya	cadmium	243
11/30/2018	ground turmeric	badia	cadmium	none found
11/30/2018	ground ginger	badia	cadmium	38.8
11/30/2018	curry powder	badia	cadmium	85.8
11/30/2018	crushed red peppers	goya	cadmium	45.0
11/30/2018	smoky turmeric	the spice hunter	cadmium	73.8
11/30/2018	curry	penzeys	cadmium	74.6
11/30/2018	ginger china powdered #1	penzeys	cadmium	455.0
11/30/2018	cinnamon	penzeys	cadmium	326.0
11/30/2018	cumin seed india ground	penzeys	cadmium	77.1
11/30/2018	cayenne red pepper	penzeys	cadmium	56.5
11/30/2018	chinese five spice powder	penzeys	cadmium	340.0
11/30/2018	turmeric root india powdere	penzeys	cadmium	664.0
11/30/2018	chili powder regular	penzeys	cadmium	370.0
12/3/2018	turmeric powder	deshi	cadmium	33.9
12/3/2018	spice powder	oriental mascot	cadmium	138
12/3/2018	cinnamon powder	shad	cadmium	308
12/3/2018	clover valley cajun	clover variety	cadmium	12.4
12/10/2018	chili powder	iga	cadmium	77.9
12/10/2018	turmeric	swad	cadmium	11.0
12/13/2018	red chilli powder	shan	cadmium	67.1
12/17/2018	kelp granules	sea seasonings	cadmium	1430
12/19/2018	chili powder	kashmiri	cadmium	54.1
12/24/2018	chow mein seasoning	guyana flavors	cadmium	590
1/7/2019	ground turmeric	fresh finds	cadmium	39.9
1/8/2019	khebab powder	suya	cadmium	none found
1/9/2019	ground cumin	gutierrez gd	cadmium	98.0
1/28/2019	curry powder	pran	cadmium	85.5
1/28/2019	ground cumin	boiceville	cadmium	78.4
1/28/2019	ground cumin	boiceville	cadmium	43.8
1/28/2019	turmeric	hanna s gourmet	cadmium	161.0
1/29/2019	cumin	casablanca	cadmium	69.5
1/29/2019	cummin powder	three rivers	cadmium	68.0
1/30/2019	somac	neptune	cadmium	11.4
2/5/2019	organic turmeric	williams sonoma	cadmium	31.8
2/11/2019	chili powder	pecks markets	cadmium	87.3
2/11/2019	chili powder	iga	cadmium	69.7
2/11/2019	chili powder	stonemill essentials	cadmium	35.9
2/11/2019	ground ginger	stonemill	cadmium	37.0
2/11/2019	ground cumin	simply nature	cadmium	53.0
2/13/2019	naturally pure ground cumin	spice time	cadmium	72.2
2/11/2019	ground ginger	members mark	cadmium	105.0
2/13/2019	curry powder	chef's quality	cadmium	62.3
2/4/2019	curry powder	mccormick	cadmium	44.6
2/19/2019	chili powder	eagle spice	cadmium	210.0
2/19/2019	bot nghe turmeric powder	kim tu thap pyramide	cadmium	33.7
2/19/2019	cumin seed	morton & bassett	cadmium	67.0
2/19/2019	organic chili powder	mccormick gourmet	cadmium	41.4
2/19/2019	organic ground turmeric	mccormick gourmet	cadmium	11.1
2/19/2019	organic ground ginger	mccormick gourmet	cadmium	18.2
2/19/2019	organic roasted ground cumin	mccormick gourmet	cadmium	65.1
2/19/2019	ground cumin	mccormick	cadmium	57.8
2/19/2019	organic curry powder	mccormick gourmet	cadmium	44.3
2/19/2019	curry powder	mccormick	cadmium	42.7
2/21/2019	ground cumin	mccormick	cadmium	69.6
2/25/2019	curry powder	mccormick	cadmium	40.1
2/25/2019	curry powder	mccormick	cadmium	38.4
2/25/2019	chili powder	mccormick	cadmium	79.1
2/25/2019	hot hungarian style paprika	pride of szeged	cadmium	79.8
2/25/2019	organic ground cumin	mccormick gourmet	cadmium	67.2
2/25/2019	ground cumin	morton & bassett	cadmium	58.5
2/25/2019	chili powder	mccormick	cadmium	75.3
2/25/2019	organic ground cumin	mccormick	cadmium	56.4
2/25/2019	cumin	georgian dry spices	cadmium	28.9
2/25/2019	turmeric powder	laxmi brand	cadmium	19.1
2/25/2019	ginger powder	swad	cadmium	113.0
2/25/2019	cumin powder	maya	cadmium	82.8
2/25/2019	ground ginger	mccormick	cadmium	440.0
2/25/2019	ground turmeric	mccormick	cadmium	44.7
2/25/2019	curry powder	maya	cadmium	63.9
2/25/2019	chilli powder	maya	cadmium	44.5
2/25/2019	turmeric powder	maya	cadmium	47.2
2/25/2019	ginger powder	shad	cadmium	66.9
2/25/2019	organic curry powder	mccormick	cadmium	47.9
2/26/2019	saffron	azatran	cadmium	24.7
2/27/2019	dried ginger powder	golden lion	cadmium	144.0
2/27/2019	b.b.q. seasoning	salma	cadmium	18.8
2/27/2019	coriander ground	salma	cadmium	18.0
2/27/2019	ginger ground	salma	cadmium	88.0
2/27/2019	cayenne pepper (ground red)	e&s	cadmium	58.1
2/27/2019	extra fancy paprika	e&s	cadmium	115.0
2/28/2019	paprika	chef s select	cadmium	35.2
3/5/2019	turmeric	morton & bassett	cadmium	89.5
3/5/2019	ground ginger	morton & bassett	cadmium	344.0
3/6/2019	sweet paprika	freshly	cadmium	376.0
3/6/2019	curry powder	lisy	cadmium	43.0
3/6/2019	ground cumin	lisy	cadmium	79.9
3/6/2019	ground ginger	lisy	cadmium	70.4
3/6/2019	ground cinnamon	lisy	cadmium	323
3/6/2019	ginger powder	masala king	cadmium	173
3/6/2019	cumin seed	paras	cadmium	55.6
3/6/2019	ginger powder	deep	cadmium	83.5
3/6/2019	coriander cumin powder	deep	cadmium	46.5
3/6/2019	chili powder	mccormick	cadmium	107
3/6/2019	organic ground turmeric	mccormick	cadmium	none
3/6/2019	ground turmeric	mccormick	cadmium	92.8
3/7/2019	organic ground ginger	mccormick gourmet	cadmium	73.4
3/7/2019	ground ginger	la flor	cadmium	58.2
3/7/2019	turmeric	la flor	cadmium	34.3
3/8/2019	ground cumin	mccormick	cadmium	55.1
3/8/2019	curry powder	mccormick	cadmium	42.3
3/8/2019	ground turmeric	mccormick	cadmium	43.1
3/8/2019	ground ginger	mccormick	cadmium	366.0
3/11/2019	chili powder	mccormick	cadmium	114.0
3/11/2019	hot mexican style chili powder	mccormick	cadmium	148.0
3/11/2019	chili powder	mccormick	cadmium	141.0
3/11/2019	chili powder	mccormick	cadmium	136.0
3/11/2019	ground cumin	mccormick	cadmium	57.4
3/11/2019	ground ginger	mccormick	cadmium	384.0
3/11/2019	curry powder	mccormick	cadmium	47.9
3/11/2019	ground turmeric	mccormick	cadmium	122
3/12/2019	ground ginger	mccormick	cadmium	405
3/12/2019	ground turmeric	mccormick	cadmium	137
3/13/2019	chili powder	prima	cadmium	98.4
3/14/2019	ground turmeric	mccormick	cadmium	86.7
3/14/2019	organic ground turmeric	mccormick	cadmium	none found
3/14/2019	turmeric	morton & basset	cadmium	96.6
3/14/2019	turmeric	simply organic	cadmium	84.8
3/14/2019	whole cloves	mccormick	cadmium	none
3/14/2019	turmeric	mccormick	cadmium	43.9
3/13/2019	curry powder	mccormick	cadmium	41.7
3/13/2019	chili powder	mccormick	cadmium	117
3/13/2019	organic ground cumin	mccormick gourmet	cadmium	95.0
3/14/2019	indian turmeric		cadmium	none
3/14/2019	ground cumin	casablanca	cadmium	74.3
3/14/2019	paprika powder		cadmium	40.6
3/13/2019	new mexican chili powder	fairway	cadmium	197
3/13/2019	organic curry powder	mccormick	cadmium	46.2
3/13/2019	turmeric powder	la fiesta	cadmium	37.2
3/14/2019	azafran flor safflower	la fiesta	cadmium	34.2
3/13/2019	ground tumeric	mccormick	cadmium	78.5
3/13/2019	chili powder	mccormick	cadmium	108
3/13/2019	ground curry powder	mccormick	cadmium	40.4
3/13/2019	chili powder	mccormick	cadmium	58.8
3/13/2019	ground cumin	mccormick	cadmium	67.1
3/13/2019	ground ginger	mccormick	cadmium	381
3/14/2019	ground turmeric	mccormick	cadmium	56.3
3/14/2019	ground ginger	mccormick	cadmium	356
3/14/2019	gourmet organic ground tumeric	mccormick	cadmium	none
3/14/2019	organic ground ginger	mccormick	cadmium	263
3/18/2019	organic curry powder	mccormick gourmet	cadmium	29.3
3/18/2019	all natural spanish saffron	mccormick	cadmium	22.5
3/18/2019	chili powder	clover valley	cadmium	41.7
3/18/2019	organic ground tumeric	mccormick	cadmium	none
3/18/2019	organic curry powder	mccormick	cadmium	41.0
3/18/2019	organic chill powder	mccormick	cadmium	89.1
3/20/2019	organic ground cumin	mccormick	cadmium	78.5
3/20/2019	organic curry powder	mccormick	cadmium	39.6
3/20/2019	organic chili powder	mccormick	cadmium	38.4
3/20/2019	ground turmeric	mccormick	cadmium	44.6
3/20/2019	ground ginger	mccormick	cadmium	384
3/18/2019	cumin	mccormic	cadmium	61.2
3/18/2019	organic ground cumin	mccormick	cadmium	78.1
3/20/2019	turmeric powder	casablanca	cadmium	none
3/21/2019	chili powder	mccormick	cadmium	91.3
3/21/2019	chili powder	badia	cadmium	42.6
3/22/2019	curry powder	mccormicks	cadmium	47.0
3/22/2019	organic curry powder	mccormicks	cadmium	41.5
3/25/2019	whole cloves	valley market	cadmium	none
3/25/2019	chilli powder extra hot	swad	cadmium	61.3
3/26/2019	somac	neptune	cadmium	17.3
3/26/2019	sweet paprika	neptune	cadmium	16.8
3/26/2019	ground turmeric	neptune	cadmium	none
3/27/2019	ground ginger	mccormick	cadmium	389
3/27/2019	ground ginger	mccormick	cadmium	373
3/27/2019	curry powder	badia	cadmium	110
3/27/2019	ground cumin	badia	cadmium	84.9
3/27/2019	curry powder	mi costenita	cadmium	54.5
3/26/2019	curry powder	badia	cadmium	91.8
3/26/2019	jamaican curry	mimi s products	cadmium	214
3/26/2019	ground cumin	mimi s products	cadmium	69.3
3/26/2019	ground cumin	badia	cadmium	86.8
3/27/2019	ground ginger	mimi s	cadmium	70.7
3/27/2019	chili powder	spice co	cadmium	40.6
3/26/2019	turmeric	badia	cadmium	none
3/28/2019	chili powder	mccormick	cadmium	77.3
3/29/2019	whole cloves	morton & bassett	cadmium	none
3/29/2019	ginger powder	salma	cadmium	24.4
3/29/2019	ginger powder	salma	cadmium	21.9
3/29/2019	ginger powder		cadmium	21.6
3/29/2019	ground ginger	schiff food products	cadmium	35.2
4/4/2019	fish seasoning	caribbean rhythms	cadmium	92.3
4/4/2019	hot jerk seasoning	caribbean rhythms	cadmium	57.7
4/8/2019	dried chili peppers	roland	cadmium	119
4/10/2019	spiced salt	wise wife	cadmium	18.6
4/10/2019	ground star anise	wise wife	cadmium	87.7
4/11/2019	five spice powder		cadmium	194
4/23/2019	ginger spice powder	pran	cadmium	306
4/23/2019	curry powder	eagle spice & extract	cadmium	32.8
4/23/2019	ginger ground		cadmium	57.2
4/23/2019	turmeric	not applicable	cadmium	10.0
4/24/2019	curry powder	indi	cadmium	144
5/2/2019	dried ginger powder	product of china	cadmium	88.6
5/2/2019	binjipai hometown flavor dried	good taste	cadmium	141
5/3/2019	ginger powder	america s best	cadmium	35.5
5/1/2019	extra hot chilli powder	america s best	cadmium	98.7
5/3/2019	cumin powder	america s best	cadmium	71.8
5/1/2019	garam masala powder	america s best	cadmium	66.3
5/14/2019	coriander powder	swad	cadmium	49.4
5/14/2019	coriander powder	swad	cadmium	48.6
5/20/2019	ground ginger	ken s own	cadmium	48.3
5/20/2019	chilly powder kashmiri	deer	cadmium	49.8
5/20/2019	jamaican curry	casablanca	cadmium	20.6
5/21/2019	chili chipotle	pepito	cadmium	100
5/21/2019	ground turmeric	mimi s	cadmium	36.2
5/21/2019	jahshueth s jamaican curry	jamaica gold medal	cadmium	13.1
5/28/2019	memphis style bbq	supreme tradition	cadmium	none
5/28/2019	jamaican style hot curry powder	grace	cadmium	15.3
5/29/2019	aborrotera central tequesquite	aborrotera central	cadmium	47.5
5/29/2019	ramirezproduce tierra santa holy	ramirez produce	cadmium	62.3
5/30/2019	ground cinnamon	gefen	cadmium	402
5/30/2019	black pepper	lieber s	cadmium	11.7
6/4/2019	sumac	castella	cadmium	none
6/5/2019	spices of the world	trader joe s	cadmium	26.3
5/28/2019	mexican seasoning mix	sweet heart group	cadmium	34.0
6/11/2019	kelewele (fried plantains)	stash foods	cadmium	26.8
6/11/2019	amchur powder dry mango powder	keshav	cadmium	none
6/11/2019	turmeric powder	keshev	cadmium	15.2
6/17/2019	turmeric powder	keshau	cadmium	14.3
6/17/2019	cinnamon powder	la flor	cadmium	209
6/14/2019	cinnamon powder	mimi s products	cadmium	488
6/14/2019	cinnamon powder	badia	cadmium	427
6/18/2019	ground cinnamon	mimi s products	cadmium	461
6/13/2019	ground cinnamon	lisy	cadmium	340
6/24/2019	curry powder	lisy	cadmium	44.4
6/25/2019	ground turmeric	eagle spice	cadmium	none
6/27/2019	cinnamon powder	maya	cadmium	476
6/27/2019	granulated garlic	all seasonings	cadmium	53.7
7/1/2019	kashmiri chilli powder	swad	cadmium	74.8
7/2/2019	five spice powder	premium quailty	cadmium	127
7/9/2019	dried anise	source day natural	cadmium	41.4
7/8/2019	cumin powder	best taste swad	cadmium	66.3
7/16/2019	sumac ground	casablanca	cadmium	none
7/16/2019	star anise	salma	cadmium	20.0
7/16/2019	turmeric powder	salma	cadmium	none
7/16/2019	ground cumin	casablanca	cadmium	67.0
7/16/2019	ground cumin	mill farm	cadmium	66.5
7/25/2019	five spice powder	oriental mascot	cadmium	146
7/25/2019	five spice powder	frontier co-op	cadmium	82.8
7/25/2019	ground cinnamon	mimi s products	cadmium	475
7/29/2019	mixed spice	jamaican choice	cadmium	127
7/29/2019	turmeric powder	suiginari	cadmium	155
7/30/2019	chicken seasoning	spice supreme	cadmium	none
7/31/2019	pyramide powder	golden owl	cadmium	113
8/5/2019	turmeric powder	zara foods	cadmium	none
8/6/2019	coriander powder	zara foods	cadmium	60.0
8/5/2019	chili powder	eagle spice	cadmium	132
8/7/2019	ginger powder	angel brand	cadmium	91.3
8/7/2019	pimento ground	angel brand	cadmium	52.0
8/7/2019	paprika	angel brand	cadmium	40.5
8/8/2019	chili powder	mimi  s	cadmium	52.0
8/8/2019	ground cumin	mimi  s	cadmium	84.3
8/12/2019	coriander powder	paras	cadmium	38.1
8/12/2019	cumin powder	glam day	cadmium	69.8
8/14/2019	turmeric	tradiciones andinas	cadmium	27.4
8/14/2019	curry powder	three rivers	cadmium	48.4
8/14/2019	cumin powder	three rivers	cadmium	37.8
8/14/2019	turmeric powder	tree rivers	cadmium	none
8/14/2019	paprika	three rivers	cadmium	51.6
8/14/2019	malay chicken biryani spice mix	tooba	cadmium	29.9
8/15/2019	red curry powder	asian boy	cadmium	56.8
8/27/2019	ground cinnamon	gabriel s supermarket	cadmium	125
8/27/2019	ground cumin	gabriel s supermarket	cadmium	68.2
8/5/2019	ground cumin	spice supreme	cadmium	65.6
8/28/2019	savory	a.a. borsari	cadmium	none
8/28/2019	turmeric	la flor	cadmium	none
9/3/2019	five spice powder	crown brand	cadmium	125
9/3/2019	dried star anise	golden cock brand	cadmium	11.0
9/3/2019	dried cumin powder	peony mark	cadmium	52.1
9/3/2019	dried cortex cinnamomi powder	star seasonings	cadmium	285
9/3/2019	dried liquorice root powder	peony mark	cadmium	none
9/11/2019	chili powder extra hot	maya	cadmium	77.2
9/11/2019	mace powder	laxmi brand	cadmium	36.1
9/12/2019	chinese five spice	morton & bassett san	cadmium	218
9/12/2019	turmeric powder	swad	cadmium	10.3
9/12/2019	turmeric powder	laxmi brand	cadmium	23.6
9/12/2019	turmeric powder	aara bas khaye	cadmium	none
9/12/2019	garam masala powder	swad	cadmium	106
9/12/2019	garam masala powder	deer	cadmium	96.1
9/12/2019	garam masala powder	laxmi brand	cadmium	60.1
9/12/2019	madras curry powder	swad	cadmium	64.9
9/12/2019	desi curry powder (salan masala	desi	cadmium	53.5
9/19/2019	ground allspice	badia	cadmium	13.7
9/25/2019	cilantro	la flor	cadmium	14.5
9/25/2019	tumeric	simply organic	cadmium	92.8
9/25/2019	cumin	spice hunter	cadmium	49.1
9/26/2019	bay leaves	marcum	cadmium	54.3
10/7/2019	pumpkin pie spice	trader joe s	cadmium	257
10/7/2019	ground nutmeg	trader joe s	cadmium	38.2
10/7/2019	ground cinnamon	trader joe s	cadmium	389
10/7/2019	curry powder	chief	cadmium	28.3
10/21/2019	red chilli powder	laxmi brand	cadmium	90.8
10/21/2019	white pepper powder	patel s	cadmium	none
10/21/2019	jamaican curry powder	exotica	cadmium	80.0
10/21/2019	ground saigon cinnamon	kirkland	cadmium	384
10/21/2019	ground turmeric	kirkland	cadmium	281
10/23/2019	five spice powder	crown brand	cadmium	145
10/23/2019	ground cinnamon	mimi s products	cadmium	219
10/7/2019	ground cinnamon	mimi s	cadmium	323
10/23/2019	spice powder	crown brand	cadmium	204
10/24/2019	turmeric	abido	cadmium	34.4
10/30/2019	paprika	chestnut hill	cadmium	52.4
11/5/2019	radhuni		cadmium	62.7
11/6/2019	ground cloves	masala king	cadmium	none
11/13/2019	ground turmeric	the fresh market	cadmium	56.4
11/15/2019	ground cinnamon	trader joe s	cadmium	246
11/15/2019	ground cinnamon	trader joe s	cadmium	271
1/8/2020	rico ground cinnamon	rico ground	cadmium	251
