Test date	Product name	Brand	Testing for	Result (ppb)
6/5/2018	ground tumeric	market bistro	arsenic	24.0
6/5/2018	ground curry	rio grande	arsenic	53.9
6/4/2018	indian chili powder	kalustyan s indian chili	arsenic	21.9
6/4/2018	madras ground turmeric	kalustyan s madras	arsenic	16.2
6/5/2018	turmeric powder	desi	arsenic	37.9
6/5/2018	chilli powder	desi	arsenic	49.0
6/5/2018	oregano ranchero	baldom oregano	arsenic	97.1
6/5/2018	badia	badia sazon tropical	arsenic	61.5
6/5/2018	currry powder	jamaican choice	arsenic	15.7
6/6/2018	curry powder	badia	arsenic	160
6/6/2018	chili powder	rico	arsenic	235
6/6/2018	chilli powder	angel brand	arsenic	467
6/4/2018	red chillie powder	three rivers	arsenic	183
6/5/2018	turmeric powder	casablanca	arsenic	14.3
6/6/2018	adobo seasoning	badia	arsenic	19.7
6/6/2018	chili powder	supreme tradition	arsenic	72.4
6/6/2018	sazon culantro & achiote	badia	arsenic	10.6
6/7/2018	turmeric powder	aara	arsenic	16.0
6/7/2018	red chili powder	aara	arsenic	23.4
5/29/2018	turmeric	america s best vep	arsenic	14.4
6/8/2018	hot curry powder	grace	arsenic	23.0
6/8/2018	curry powder	blue mountain country	arsenic	47.9
6/7/2018	ground turmeric	ziyad	arsenic	14.8
6/7/2018	chili powder (extra hot)	ziyad	arsenic	52.8
6/7/2018	turmeric powder	serene	arsenic	103
6/7/2018	curry powder	serene	arsenic	352
6/11/2018	curry powder	betapac	arsenic	58.4
6/11/2018	curry powder	orale!	arsenic	86.5
6/11/2018	aji peruano	mama tere	arsenic	134
6/11/2018	turmeric powder	radhuni	arsenic	46.4
6/11/2018	chili powder	radhuni	arsenic	26.5
6/12/2018	turmeric powder	dead	arsenic	25.4
6/12/2018	madras curry powder	dead	arsenic	46.8
6/8/2018	jamaican curry powder	la flor	arsenic	28.8
6/11/2018	jamaican curry	mimi s products	arsenic	107
6/13/2018	paprika	badia	arsenic	126
6/13/2018	onion powder	encore	arsenic	56.3
6/14/2018	ground tumeric	farm fresh variety	arsenic	53.6
6/14/2018	curry powder	laxmi brand	arsenic	77.7
6/14/2018	red chili powder	deep	arsenic	30.8
6/14/2018	kashmiri chili powder	periyar	arsenic	29.0
6/14/2018	turmeric	frontier certified	arsenic	19.9
6/15/2018	ground annatto	buens abor	arsenic	12.7
6/15/2018	ground turmeric	eagle spice	arsenic	14.7
6/15/2018	paprika	indo west indian	arsenic	222
6/15/2018	anise seed whole	info west indian	arsenic	34.6
6/18/2018	curry powder	spice class	arsenic	35.9
6/15/2018	curry powder	chief	arsenic	26.1
6/15/2018	curry powder	indi	arsenic	83.4
6/15/2018	saffron powder tumeric	chief	arsenic	27.5
6/18/2018	turmeric powder	maya	arsenic	32.5
6/19/2018	curry powder	frontier co-op	arsenic	89.2
6/18/2018	turmeric powder	caribbean paradise	arsenic	12.4
6/18/2018	turmeric powder	chief	arsenic	40.0
6/19/2018	turmeric powder	radhey foods	arsenic	16.9
6/19/2018	thyme	thanksgiving farm	arsenic	141
6/19/2018	curry powder	salma	arsenic	51.8
6/19/2018	turmeric powder	salma	arsenic	13.8
6/19/2018	turmetic powder ( pouder de	petel yengue meat	arsenic	18.2
6/18/2018	mustard powder	kari-out co.	arsenic	none
6/14/2018	red chili powder	lacking brand	arsenic	13.2
6/21/2018	jahshueth s jamaican curry mild	jahshueth s jamaican	arsenic	17.5
6/27/2018	ground annatto seeds	picante foods	arsenic	66.5
6/27/2018	ground annatto seeds	mi costenita	arsenic	35.8
6/27/2018	khichuri mix	radhuni	arsenic	54.7
6/28/2018	ground coriander	casablanca	arsenic	50.5
7/9/2018	turmeric powder	maya	arsenic	38.3
7/9/2018	ginger powder	maya	arsenic	327
7/9/2018	red pepper powder (12 mesh)	samhak	arsenic	42.0
7/9/2018	red pepper powder (30 mesh)	samhak	arsenic	43.8
6/19/2018	ground turmeric	giunta's meat farms	arsenic	53.7
6/27/2018	chili powder	marian	arsenic	11.7
6/27/2018	ground cumin	abarrotera central	arsenic	1680
7/11/2018	tumeric powder	spice rite	arsenic	17.2
7/11/2018	jamaican curry powder	caribbean	arsenic	none
7/11/2018	jamaican jerk seasoning	blue mountain country	arsenic	35.6
7/11/2018	jamaican curry powder	blue mountain country	arsenic	48.0
7/18/2018	pork rub	jakes grilling	arsenic	43.0
7/23/2018	ground cumin	mimi s products	arsenic	530
7/27/2018	coriander ground		arsenic	71.5
7/27/2018	achar gosht recipe & seasoning	shan recipe &	arsenic	83.6
7/31/2018	himalayan pink salt	himalayan chef	arsenic	25.4
8/3/2018	brown sesame seed	laxmi brand	arsenic	13.2
8/3/2018	suya pepper	psk african market	arsenic	317
8/3/2018	suya	ikenny	arsenic	48.9
8/6/2018	sesame seed black	deer	arsenic	15.3
8/6/2018	red pepper powder	tae kyung	arsenic	34.8
8/6/2018	roasted black sesame seeds	assi brand	arsenic	none
8/6/2018	sesame seed	do%c3%b1a julia	arsenic	22.4
8/6/2018	hulled sesame seeds	garden gourmet	arsenic	11.2
8/6/2018	hulled sesame seed	international spice	arsenic	34.7
8/6/2018	black sesame seeds	havista	arsenic	15.3
8/6/2018	sesame seeds (brown)	laxmi brand	arsenic	46.0
8/6/2018	paras sesame white	paras	arsenic	20.8
8/6/2018	paras sesame black	paras	arsenic	19.0
8/6/2018	white sesame	wise wife	arsenic	none
8/7/2018	premium pure white sesame seeds	kari-out co.	arsenic	25.6
8/7/2018	sesame	roasted sesame	arsenic	18.4
8/7/2018	sesame seeds	brooklyn harvest	arsenic	23.1
8/6/2018	dried white sesame seeds	taste of king	arsenic	none
8/6/2018	white sesame seeds	wangderm brand	arsenic	20.9
8/7/2018	seasame seed	365	arsenic	none
8/6/2018	brown sesame seeds	kesha s	arsenic	14.3
8/6/2018	sesame seeds hulled	aara foods	arsenic	10.5
7/26/2018	kashmiri chilli powder	swad	arsenic	37.3
8/7/2018	ground cumin		arsenic	456
8/7/2018	sesame seeds	casablanca	arsenic	42.2
8/7/2018	sesame	nasal	arsenic	30.7
8/7/2018	roasted sesame seeds	shirakiku	arsenic	none
8/7/2018	sesame seed	jfc	arsenic	15.6
8/14/2018	ground cumin	fresh finds	arsenic	143
8/13/2018	curry powder	la flor	arsenic	51.8
8/21/2018	paprika	prima spice inc	arsenic	36.9
8/23/2018	sesame seeds	ajonkoli	arsenic	26.8
8/28/2018	creole seasoning	tony chachere s	arsenic	none
8/28/2018	turmeric powder	serene	arsenic	107
9/6/2018	spice powder	golden cock brand	arsenic	540.0
9/11/2018	ground cumin	el chilar	arsenic	207.0
9/11/2018	ground cumin	angel brand	arsenic	133.0
9/11/2018	sita (khebab powder)	lady divine	arsenic	389.0
9/13/2018	jamaican chicken seasoning	oscar s	arsenic	51.8
9/13/2018	jamaican curry seasoning	oscar s	arsenic	23.1
9/17/2018	spice powder	oriental mascot	arsenic	121.0
9/24/2018	chilli powder	pure	arsenic	51.3
9/28/2018	crushed chilli	spices & more	arsenic	17.6
9/28/2018	parsley flakes	israeli parsley flakes	arsenic	133.0
10/9/2018	curry powder	indi	arsenic	73.9
10/11/2018	chili powder - red and hot	aashirvaad	arsenic	21.9
10/11/2018	tamarind	unknown - bulk pack	arsenic	none
10/11/2018	chilli powder	radhuni	arsenic	75.1
10/11/2018	turmeric powder	radhuni	arsenic	40.8
10/15/2018	(five) spice powder	golden cock	arsenic	833
10/15/2018	five spice powder	fook brand	arsenic	1710
10/15/2018	dried cuminum cyminum l powder	golden lion	arsenic	1230
10/24/2018	suya	home fresh foods	arsenic	263
10/23/2018	curry powder	pran	arsenic	58.0
11/1/2018	ground cumin	clover valley	arsenic	106
11/6/2018	ground tumeric	spice island	arsenic	49.4
11/6/2018	chili powder	mccormick	arsenic	181
11/7/2018	chili	badia	arsenic	83.7
11/7/2018	cumin	badia	arsenic	143
11/6/2018	chili powder	la flor	arsenic	225
11/8/2018	granulated garlic	badia	arsenic	56.7
11/9/2018	chili powder	valu time	arsenic	121
11/9/2018	turmeric	morton & bassett san	arsenic	124
11/9/2018	ground cumin	la flor	arsenic	21.4
11/9/2018	ground nutmeg	la flor	arsenic	23.8
11/13/2018	turmeric	the spice hunter	arsenic	46.3
11/13/2018	ground cumin	badia	arsenic	121
11/14/2018	ground cumin	badia	arsenic	144
11/14/2018	ground cinnamon	mccormick	arsenic	none found
11/15/2018	paprika	mccormick	arsenic	156
11/15/2018	chili powder	mccormick	arsenic	88.3
11/15/2018	ground cumin	mccormick	arsenic	58.8
11/15/2018	ground turmeric	mccormick	arsenic	94.1
10/9/2018	ground cumin	badia	arsenic	128
11/26/2018	ground turmeric	badia	arsenic	15.7
11/26/2018	adobo all purpose season	goya	arsenic	27.7
11/26/2018	ground ginger	badia	arsenic	91.7
11/26/2018	ground cumin	badia	arsenic	125
11/26/2018	paprika	mccormick	arsenic	164
11/27/2018	gulf coast bay seasoning	d avolio	arsenic	66.9
11/26/2018	ground cumin	fairway	arsenic	29.1
11/26/2018	turmeric	fairway	arsenic	12.6
11/26/2018	chili powder	fairway	arsenic	75.9
11/27/2018	turmeric ground	365 everyday value	arsenic	26.0
11/27/2018	chili powder	365 everyday value	arsenic	51.5
11/26/2018	tumeric	lieber's	arsenic	64.4
11/28/2018	chili powder	mccormick	arsenic	82.0
11/28/2018	ground cumin	mccormick	arsenic	61.1
11/30/2018	organic ground ginger	mccormick	arsenic	52.3
11/30/2018	organic chili powder	mccormick	arsenic	41.0
11/30/2018	organic ground cumin	mccormick	arsenic	46.6
11/30/2018	organic ground turmeric	mccormick	arsenic	21.6
11/30/2018	organic curry powder	mccormick	arsenic	45.2
11/30/2018	organic chinese five spice blend	mccormick gourmet	arsenic	113
11/30/2018	ground cumin	goya	arsenic	324
11/30/2018	organic ground saigon cinnamon	mccormick	arsenic	13.6
11/30/2018	cinnamon powder	badia	arsenic	17.2
11/30/2018	ground ginger	mccormick	arsenic	687
11/30/2018	curry powder	mccormick	arsenic	35.6
11/30/2018	stick cinnamon	goya	arsenic	none found
11/30/2018	ground turmeric	badia	arsenic	19.4
11/30/2018	ground ginger	badia	arsenic	102
11/30/2018	curry powder	badia	arsenic	98.4
11/30/2018	crushed red peppers	goya	arsenic	13.6
11/30/2018	smoky turmeric	the spice hunter	arsenic	38.4
11/30/2018	curry	penzeys	arsenic	56.6
11/30/2018	ginger china powdered #1	penzeys	arsenic	63.2
11/30/2018	cinnamon	penzeys	arsenic	16.8
11/30/2018	cumin seed india ground	penzeys	arsenic	45.2
11/30/2018	cayenne red pepper	penzeys	arsenic	46.8
11/30/2018	chinese five spice powder	penzeys	arsenic	21.4
11/30/2018	turmeric root india powdere	penzeys	arsenic	40.7
11/30/2018	chili powder regular	penzeys	arsenic	239.0
12/3/2018	turmeric powder	deshi	arsenic	18.4
12/3/2018	spice powder	oriental mascot	arsenic	211.0
12/3/2018	cinnamon powder	shad	arsenic	56.5
12/3/2018	clover valley cajun	clover variety	arsenic	46.1
12/10/2018	chili powder	iga	arsenic	196
12/10/2018	turmeric	swad	arsenic	20.5
12/13/2018	red chilli powder	shan	arsenic	54.0
12/19/2018	chili powder	kashmiri	arsenic	38.2
12/24/2018	chow mein seasoning	guyana flavors	arsenic	209
1/7/2019	ground turmeric	fresh finds	arsenic	42.3
1/8/2019	khebab powder	suya	arsenic	218
1/9/2019	ground cumin	gutierrez gd	arsenic	138
1/28/2019	curry powder	pran	arsenic	64.8
1/28/2019	ground cumin	boiceville	arsenic	41.6
1/28/2019	ground cumin	boiceville	arsenic	179.0
1/28/2019	turmeric	hanna s gourmet	arsenic	102.0
1/29/2019	cumin	casablanca	arsenic	105.0
1/29/2019	cummin powder	three rivers	arsenic	488.0
1/30/2019	somac	neptune	arsenic	13.4
2/5/2019	organic turmeric	williams sonoma	arsenic	39.3
2/11/2019	chili powder	pecks markets	arsenic	37.6
2/11/2019	chili powder	iga	arsenic	179.0
2/11/2019	chili powder	stonemill essentials	arsenic	130.0
2/11/2019	ground ginger	stonemill	arsenic	44.1
2/11/2019	ground cumin	simply nature	arsenic	81.4
2/13/2019	naturally pure ground cumin	spice time	arsenic	92.0
2/11/2019	ground ginger	members mark	arsenic	126.0
2/13/2019	curry powder	chef's quality	arsenic	263.0
2/4/2019	curry powder	mccormick	arsenic	42.9
2/19/2019	chili powder	eagle spice	arsenic	80.9
2/19/2019	bot nghe turmeric powder	kim tu thap pyramide	arsenic	196.0
2/19/2019	cumin seed	morton & bassett	arsenic	48.4
2/19/2019	organic chili powder	mccormick gourmet	arsenic	51.9
2/19/2019	organic ground turmeric	mccormick gourmet	arsenic	23.1
2/19/2019	organic ground ginger	mccormick gourmet	arsenic	38.6
2/19/2019	organic roasted ground cumin	mccormick gourmet	arsenic	84.8
2/19/2019	ground cumin	mccormick	arsenic	66.5
2/19/2019	organic curry powder	mccormick gourmet	arsenic	63.6
2/19/2019	curry powder	mccormick	arsenic	36.1
2/21/2019	ground cumin	mccormick	arsenic	66.2
2/25/2019	curry powder	mccormick	arsenic	45.1
2/25/2019	curry powder	mccormick	arsenic	38.5
2/25/2019	chili powder	mccormick	arsenic	172.0
2/25/2019	hot hungarian style paprika	pride of szeged	arsenic	32.5
2/25/2019	organic ground cumin	mccormick gourmet	arsenic	188.0
2/25/2019	ground cumin	morton & bassett	arsenic	48.3
2/25/2019	chili powder	mccormick	arsenic	89.7
2/25/2019	organic ground cumin	mccormick	arsenic	187.0
2/25/2019	cumin	georgian dry spices	arsenic	86.7
2/25/2019	turmeric powder	laxmi brand	arsenic	21.7
2/25/2019	ginger powder	swad	arsenic	118.0
2/25/2019	cumin powder	maya	arsenic	121.0
2/25/2019	ground ginger	mccormick	arsenic	557.0
2/25/2019	ground turmeric	mccormick	arsenic	89.5
2/25/2019	curry powder	maya	arsenic	71.4
2/25/2019	chilli powder	maya	arsenic	44.6
2/25/2019	turmeric powder	maya	arsenic	18.5
2/25/2019	ginger powder	shad	arsenic	132.0
2/25/2019	organic curry powder	mccormick	arsenic	45.0
2/26/2019	saffron	azatran	arsenic	110.0
2/27/2019	dried ginger powder	golden lion	arsenic	169.0
2/27/2019	b.b.q. seasoning	salma	arsenic	25.2
2/27/2019	coriander ground	salma	arsenic	31.0
2/27/2019	ginger ground	salma	arsenic	106.0
2/27/2019	cayenne pepper (ground red)	e&s	arsenic	32.6
2/27/2019	extra fancy paprika	e&s	arsenic	103.0
2/28/2019	paprika	chef s select	arsenic	168.0
3/5/2019	turmeric	morton & bassett	arsenic	104.0
3/5/2019	ground ginger	morton & bassett	arsenic	144.0
3/6/2019	sweet paprika	freshly	arsenic	348.0
3/6/2019	curry powder	lisy	arsenic	87.3
3/6/2019	ground cumin	lisy	arsenic	213
3/6/2019	ground ginger	lisy	arsenic	115
3/6/2019	ground cinnamon	lisy	arsenic	213
3/6/2019	ginger powder	masala king	arsenic	407
3/6/2019	cumin seed	paras	arsenic	18.1
3/6/2019	ginger powder	deep	arsenic	104
3/6/2019	coriander cumin powder	deep	arsenic	34.2
3/6/2019	chili powder	mccormick	arsenic	157
3/6/2019	organic ground turmeric	mccormick	arsenic	15.3
3/6/2019	ground turmeric	mccormick	arsenic	80.6
3/7/2019	organic ground ginger	mccormick gourmet	arsenic	72.9
3/7/2019	ground ginger	la flor	arsenic	106
3/7/2019	turmeric	la flor	arsenic	49.6
3/8/2019	ground cumin	mccormick	arsenic	64.2
3/8/2019	curry powder	mccormick	arsenic	44.6
3/8/2019	ground turmeric	mccormick	arsenic	85.3
3/8/2019	ground ginger	mccormick	arsenic	860.0
3/11/2019	chili powder	mccormick	arsenic	172.0
3/11/2019	hot mexican style chili powder	mccormick	arsenic	155.0
3/11/2019	chili powder	mccormick	arsenic	127.0
3/11/2019	chili powder	mccormick	arsenic	119.0
3/11/2019	ground cumin	mccormick	arsenic	65.5
3/11/2019	ground ginger	mccormick	arsenic	339.0
3/11/2019	curry powder	mccormick	arsenic	41.4
3/11/2019	ground turmeric	mccormick	arsenic	79.8
3/12/2019	ground ginger	mccormick	arsenic	563
3/12/2019	ground turmeric	mccormick	arsenic	47.3
3/13/2019	chili powder	prima	arsenic	86.1
3/14/2019	ground turmeric	mccormick	arsenic	79.1
3/14/2019	organic ground turmeric	mccormick	arsenic	22.5
3/14/2019	turmeric	morton & basset	arsenic	123
3/14/2019	turmeric	simply organic	arsenic	49.0
3/14/2019	whole cloves	mccormick	arsenic	none
3/14/2019	turmeric	mccormick	arsenic	66.1
3/13/2019	curry powder	mccormick	arsenic	33.2
3/13/2019	chili powder	mccormick	arsenic	43.6
3/13/2019	organic ground cumin	mccormick gourmet	arsenic	90.5
3/14/2019	indian turmeric		arsenic	22.7
3/14/2019	ground cumin	casablanca	arsenic	101
3/14/2019	paprika powder		arsenic	258
3/13/2019	new mexican chili powder	fairway	arsenic	256
3/13/2019	organic curry powder	mccormick	arsenic	46.2
3/13/2019	turmeric powder	la fiesta	arsenic	19.2
3/14/2019	azafran flor safflower	la fiesta	arsenic	172
3/13/2019	ground tumeric	mccormick	arsenic	67.4
3/13/2019	chili powder	mccormick	arsenic	171
3/13/2019	ground curry powder	mccormick	arsenic	45.4
3/13/2019	chili powder	mccormick	arsenic	195
3/13/2019	ground cumin	mccormick	arsenic	114
3/13/2019	ground ginger	mccormick	arsenic	314
3/14/2019	ground turmeric	mccormick	arsenic	74.8
3/14/2019	ground ginger	mccormick	arsenic	443
3/14/2019	gourmet organic ground tumeric	mccormick	arsenic	16.7
3/14/2019	organic ground ginger	mccormick	arsenic	52.9
3/18/2019	organic curry powder	mccormick gourmet	arsenic	36.9
3/18/2019	all natural spanish saffron	mccormick	arsenic	105
3/18/2019	chili powder	clover valley	arsenic	131
3/18/2019	organic ground tumeric	mccormick	arsenic	16.1
3/18/2019	organic curry powder	mccormick	arsenic	43.9
3/18/2019	organic chill powder	mccormick	arsenic	82.4
3/20/2019	organic ground cumin	mccormick	arsenic	121
3/20/2019	organic curry powder	mccormick	arsenic	43.7
3/20/2019	organic chili powder	mccormick	arsenic	49.8
3/20/2019	ground turmeric	mccormick	arsenic	101
3/20/2019	ground ginger	mccormick	arsenic	776
3/18/2019	cumin	mccormic	arsenic	71.9
3/18/2019	organic ground cumin	mccormick	arsenic	110
3/20/2019	turmeric powder	casablanca	arsenic	14.0
3/21/2019	chili powder	mccormick	arsenic	79.7
3/21/2019	chili powder	badia	arsenic	61.3
3/22/2019	curry powder	mccormicks	arsenic	41.1
3/22/2019	organic curry powder	mccormicks	arsenic	41.1
3/25/2019	whole cloves	valley market	arsenic	none
3/25/2019	chilli powder extra hot	swad	arsenic	44.7
3/26/2019	somac	neptune	arsenic	11.2
3/26/2019	sweet paprika	neptune	arsenic	105
3/26/2019	ground turmeric	neptune	arsenic	27.1
3/27/2019	ground ginger	mccormick	arsenic	561
3/27/2019	ground ginger	mccormick	arsenic	547
3/27/2019	curry powder	badia	arsenic	63.2
3/27/2019	ground cumin	badia	arsenic	114
3/27/2019	curry powder	mi costenita	arsenic	66.9
3/26/2019	curry powder	badia	arsenic	94.2
3/26/2019	jamaican curry	mimi s products	arsenic	22.4
3/26/2019	ground cumin	mimi s products	arsenic	413
3/26/2019	ground cumin	badia	arsenic	113
3/27/2019	ground ginger	mimi s	arsenic	387
3/27/2019	chili powder	spice co	arsenic	210
3/26/2019	turmeric	badia	arsenic	26.9
3/28/2019	chili powder	mccormick	arsenic	146
3/29/2019	whole cloves	morton & bassett	arsenic	none
3/29/2019	ginger powder	salma	arsenic	25.1
3/29/2019	ginger powder	salma	arsenic	24.7
3/29/2019	ginger powder		arsenic	23.6
3/29/2019	ground ginger	schiff food products	arsenic	33.6
4/4/2019	fish seasoning	caribbean rhythms	arsenic	93.1
4/4/2019	hot jerk seasoning	caribbean rhythms	arsenic	33.3
4/8/2019	dried chili peppers	roland	arsenic	26.1
4/10/2019	spiced salt	wise wife	arsenic	26.5
4/10/2019	ground star anise	wise wife	arsenic	155
4/11/2019	five spice powder		arsenic	740
4/23/2019	ginger spice powder	pran	arsenic	360
4/23/2019	curry powder	eagle spice & extract	arsenic	38.0
4/23/2019	ginger ground		arsenic	96.4
4/23/2019	turmeric	not applicable	arsenic	none
4/24/2019	curry powder	indi	arsenic	83.2
5/2/2019	dried ginger powder	product of china	arsenic	272
5/2/2019	binjipai hometown flavor dried	good taste	arsenic	132
5/3/2019	ginger powder	america s best	arsenic	94.8
5/1/2019	extra hot chilli powder	america s best	arsenic	none
5/3/2019	cumin powder	america s best	arsenic	87.8
5/1/2019	garam masala powder	america s best	arsenic	73.0
5/14/2019	coriander powder	swad	arsenic	15.5
5/14/2019	coriander powder	swad	arsenic	15.3
5/20/2019	ground ginger	ken s own	arsenic	70.8
5/20/2019	chilly powder kashmiri	deer	arsenic	25.2
5/20/2019	jamaican curry	casablanca	arsenic	42.6
5/21/2019	chili chipotle	pepito	arsenic	83.7
5/21/2019	ground turmeric	mimi s	arsenic	35.8
5/21/2019	jahshueth s jamaican curry	jamaica gold medal	arsenic	31.1
5/28/2019	memphis style bbq	supreme tradition	arsenic	none
5/28/2019	jamaican style hot curry powder	grace	arsenic	30.4
5/29/2019	aborrotera central tequesquite	aborrotera central	arsenic	755
5/29/2019	ramirezproduce tierra santa holy	ramirez produce	arsenic	159
5/30/2019	ground cinnamon	gefen	arsenic	63.9
5/30/2019	black pepper	lieber s	arsenic	10.1
6/4/2019	sumac	castella	arsenic	93.6
6/5/2019	spices of the world	trader joe s	arsenic	24.1
5/28/2019	mexican seasoning mix	sweet heart group	arsenic	45.5
6/11/2019	kelewele (fried plantains)	stash foods	arsenic	97.1
6/11/2019	amchur powder dry mango powder	keshav	arsenic	31.8
6/11/2019	turmeric powder	keshev	arsenic	21.4
6/17/2019	turmeric powder	keshau	arsenic	10.7
6/17/2019	cinnamon powder	la flor	arsenic	none
6/14/2019	cinnamon powder	mimi s products	arsenic	194
6/14/2019	cinnamon powder	badia	arsenic	19.7
6/18/2019	ground cinnamon	mimi s products	arsenic	186
6/13/2019	ground cinnamon	lisy	arsenic	215
6/24/2019	curry powder	lisy	arsenic	96.3
6/25/2019	ground turmeric	eagle spice	arsenic	16.2
6/27/2019	cinnamon powder	maya	arsenic	135
6/27/2019	granulated garlic	all seasonings	arsenic	42.9
7/1/2019	kashmiri chilli powder	swad	arsenic	32.0
7/2/2019	five spice powder	premium quailty	arsenic	1610
7/9/2019	dried anise	source day natural	arsenic	87.2
7/8/2019	cumin powder	best taste swad	arsenic	74.8
7/16/2019	sumac ground	casablanca	arsenic	43.7
7/16/2019	star anise	salma	arsenic	253
7/16/2019	turmeric powder	salma	arsenic	19.0
7/16/2019	ground cumin	casablanca	arsenic	93.3
7/16/2019	ground cumin	mill farm	arsenic	106
7/25/2019	five spice powder	oriental mascot	arsenic	192
7/25/2019	five spice powder	frontier co-op	arsenic	38.7
7/25/2019	ground cinnamon	mimi s products	arsenic	102
7/29/2019	mixed spice	jamaican choice	arsenic	75.4
7/29/2019	turmeric powder	suiginari	arsenic	926
7/30/2019	chicken seasoning	spice supreme	arsenic	51.1
7/31/2019	pyramide powder	golden owl	arsenic	78.9
8/5/2019	turmeric powder	zara foods	arsenic	14.5
8/6/2019	coriander powder	zara foods	arsenic	31.1
8/5/2019	chili powder	eagle spice	arsenic	149
8/7/2019	ginger powder	angel brand	arsenic	149
8/7/2019	pimento ground	angel brand	arsenic	31.2
8/7/2019	paprika	angel brand	arsenic	173
8/8/2019	chili powder	mimi  s	arsenic	211
8/8/2019	ground cumin	mimi  s	arsenic	199
8/12/2019	coriander powder	paras	arsenic	31.6
8/12/2019	cumin powder	glam day	arsenic	790
8/14/2019	turmeric	tradiciones andinas	arsenic	70.1
8/14/2019	curry powder	three rivers	arsenic	29.2
8/14/2019	cumin powder	three rivers	arsenic	247
8/14/2019	turmeric powder	tree rivers	arsenic	50.5
8/14/2019	paprika	three rivers	arsenic	89.5
8/14/2019	malay chicken biryani spice mix	tooba	arsenic	117
8/15/2019	red curry powder	asian boy	arsenic	115
8/27/2019	ground cinnamon	gabriel s supermarket	arsenic	none
8/27/2019	ground cumin	gabriel s supermarket	arsenic	45.3
8/5/2019	ground cumin	spice supreme	arsenic	100
8/28/2019	savory	a.a. borsari	arsenic	none
8/28/2019	turmeric	la flor	arsenic	14.8
9/3/2019	five spice powder	crown brand	arsenic	288
9/3/2019	dried star anise	golden cock brand	arsenic	26.8
9/3/2019	dried cumin powder	peony mark	arsenic	913
9/3/2019	dried cortex cinnamomi powder	star seasonings	arsenic	292
9/3/2019	dried liquorice root powder	peony mark	arsenic	85.3
9/11/2019	chili powder extra hot	maya	arsenic	14.8
9/11/2019	mace powder	laxmi brand	arsenic	19.7
9/12/2019	chinese five spice	morton & bassett san	arsenic	33.5
9/12/2019	turmeric powder	swad	arsenic	27.3
9/12/2019	turmeric powder	laxmi brand	arsenic	16.9
9/12/2019	turmeric powder	aara bas khaye	arsenic	14.9
9/12/2019	garam masala powder	swad	arsenic	101
9/12/2019	garam masala powder	deer	arsenic	38.6
9/12/2019	garam masala powder	laxmi brand	arsenic	79.9
9/12/2019	madras curry powder	swad	arsenic	61.6
9/12/2019	desi curry powder (salan masala	desi	arsenic	63.5
9/19/2019	ground allspice	badia	arsenic	21.4
9/25/2019	cilantro	la flor	arsenic	56.7
9/25/2019	tumeric	simply organic	arsenic	55.6
9/25/2019	cumin	spice hunter	arsenic	138
9/26/2019	bay leaves	marcum	arsenic	84.3
10/7/2019	pumpkin pie spice	trader joe s	arsenic	42.8
10/7/2019	ground nutmeg	trader joe s	arsenic	none
10/7/2019	ground cinnamon	trader joe s	arsenic	36.7
10/7/2019	curry powder	chief	arsenic	22.4
10/21/2019	red chilli powder	laxmi brand	arsenic	59.3
10/21/2019	white pepper powder	patel s	arsenic	none
10/21/2019	jamaican curry powder	exotica	arsenic	33.3
10/21/2019	ground saigon cinnamon	kirkland	arsenic	21.6
10/21/2019	ground turmeric	kirkland	arsenic	61.2
10/23/2019	five spice powder	crown brand	arsenic	300
10/23/2019	ground cinnamon	mimi s products	arsenic	108
10/7/2019	ground cinnamon	mimi s	arsenic	373
10/23/2019	spice powder	crown brand	arsenic	384
10/24/2019	turmeric	abido	arsenic	66.9
10/30/2019	paprika	chestnut hill	arsenic	73.8
11/5/2019	radhuni		arsenic	50.3
11/6/2019	ground cloves	masala king	arsenic	19.1
11/13/2019	ground turmeric	the fresh market	arsenic	46.1
11/15/2019	ground cinnamon	trader joe s	arsenic	42.4
11/15/2019	ground cinnamon	trader joe s	arsenic	47.0
11/20/2019	achar masala mild	swad	arsenic	11.3
1/8/2020	rico ground cinnamon	rico ground	arsenic	11.8
1/8/2020	rico nutmeg	rico nutmeg	arsenic	none
1/8/2020	korintji cinnamon	dawn distributors	arsenic	23.7
1/8/2020	poultry seasoning	marcum	arsenic	821
1/8/2020	chili powder	marcum	arsenic	92.2
1/10/2020	turmeric powder	deer	arsenic	27.9
1/13/2020	five spice	sun luck	arsenic	24.2
1/15/2020	turmeric powder	keshav	arsenic	none found
1/22/2020	turmeric	badia	arsenic	83.5
1/27/2020	pumpkin pie spice	stonemill	arsenic	15.5
1/27/2020	lemon pepper	stonemill	arsenic	none found
1/30/2020	lemon pepper seasoning	stonemill	arsenic	none found
2/4/2020	ground cumin	spice time	arsenic	93.4
2/4/2020	ground cinnamon	mimi s products	arsenic	140
2/5/2020	hot red pepper	all peoples food	arsenic	210
2/5/2020	five spice powder	oriental mascot	arsenic	139
2/5/2020	dry garlic chutney	swad	arsenic	33.2
2/5/2020	turmeric saffron powder	chief brand products	arsenic	14.0
2/5/2020	turmeric saffron powder	chief brand products	arsenic	14.1
2/7/2020	turmeric power	yu yee	arsenic	46.4
2/7/2020	turmeric power	bot nghe	arsenic	170
2/7/2020	five spice powder	yu yee brand	arsenic	764
2/7/2020	five spice powder	unknown	arsenic	530
