LAB_NUMBER	FL_NUMBER	COLDATE	PRODUCT_NAME	BRAND	ANALYTE	RESULT	Unit
14C00080	318848	1/7/2014	Meat Tenderizer	MIMI'S PRODUCTS	CADMIUM	none found	PPB
14C00080	318848	1/7/2014	Meat Tenderizer	MIMI'S PRODUCTS	LEAD	none found	PPB
14C00081	318849	1/7/2014	TURMERIC POWDER	MIMI'S PRODUCTS	ARSENIC	232	PPB
14C00742	372124	3/11/2014	EXTRA HOT CHILI POWDER	MAYA	LEAD	115	PPB
14C00743	372125	3/11/2014	RED CHILI POWDER	THREE RIVERS	LEAD	113	PPB
14C00745	381877	3/11/2014	PAPRIKA	MAYA	LEAD	179	PPB
14C00746	381878	3/11/2014	TURMERIC POWDER	IBCO GRAND	LEAD	445	PPB
14C00747	381879	3/11/2014	PURE TURMERIC POWDER	ACI	LEAD	146000.0	PPB
14C00748	381880	3/11/2014	SUMAC POWDER	THREE RIVERS	LEAD	478	PPB
14C00750	381902	3/12/2014	CHILI POWDER	RADHUNI	LEAD	151	PPB
14C00753	381905	3/12/2014	BLACK CUMIN	BASAK	LEAD	29.5	PPB
14C00754	381906	3/12/2014	TURMERIC POWDER	PRAN	LEAD	52800.0	PPB
14C00755	381907	3/12/2014	CURRY POWDER	TROPICAL HEAT	LEAD	303	PPB
14C00756	381908	3/12/2014	CURRY POWDER EX. HOT	DURBAR	LEAD	272	PPB
14C00757	381909	3/12/2014	PAV BHAJI MASALA	KOHINOOR	LEAD	255	PPB
14C00759	381911	3/12/2014	CHILI POWDER	BOT OT	LEAD	1040	PPB
14C00760	381912	3/12/2014	KUTCHRY DUM QEEMA MASALA	AHMED	LEAD	1320	PPB
14C00761	381913	3/12/2014	CHANA MASALA	AHMED	LEAD	485	PPB
14C00762	381914	3/12/2014	CURRY POWDER	BOLSTS	LEAD	198	PPB
14C00943	381917	3/26/2014	HUNGARIAN PAPRIKA	ARCHER FARMS	ARSENIC	57.3	PPB
14C00943	381917	3/26/2014	HUNGARIAN PAPRIKA	ARCHER FARMS	CADMIUM	67.4	PPB
14C00943	381917	3/26/2014	HUNGARIAN PAPRIKA	ARCHER FARMS	LEAD	73.9	PPB
14C01067	372798	4/9/2014	STERILIZED PAPRIKA		ARSENIC	60.9	PPB
14C01067	372798	4/9/2014	STERILIZED PAPRIKA		CADMIUM	77.6	PPB
14C01067	372798	4/9/2014	STERILIZED PAPRIKA		LEAD	221	PPB
14C01068	374195	4/9/2014	SWEET PAPRIKA	ANTEPU	ARSENIC	108	PPB
14C01068	374195	4/9/2014	SWEET PAPRIKA	ANTEPU	CADMIUM	203	PPB
14C01068	374195	4/9/2014	SWEET PAPRIKA	ANTEPU	LEAD	1330	PPB
14C01940	381976	6/27/2014	TUMERIC	LA FLOR	LEAD	1140	PPB
14C02262	381854	7/30/2014	RED PAPRIKA	ABIDO	ARSENIC	90.2	PPB
14C02262	381854	7/30/2014	RED PAPRIKA	ABIDO	CADMIUM	238	PPB
14C02262	381854	7/30/2014	RED PAPRIKA	ABIDO	LEAD	252	PPB
14C02263	381855	7/30/2014	CUMIN SEED POWDER	PRAN	ARSENIC	171	PPB
14C02263	381855	7/30/2014	CUMIN SEED POWDER	PRAN	CADMIUM	55.7	PPB
14C02263	381855	7/30/2014	CUMIN SEED POWDER	PRAN	LEAD	165	PPB
14C03092	378810	10/20/2014	TURMERIC POWDER	SWAD	LEAD	50.5	PPB
14C03093	378811	10/20/2014	TURMERIC POWDER	SWAD	LEAD	116	PPB
14C03490	374959	11/7/2014	SPICE POUCH	COURT BRAND	ARSENIC	331	PPB
14C03490	374959	11/7/2014	SPICE POUCH	COURT BRAND	CADMIUM	280	PPB
14C03490	374959	11/7/2014	SPICE POUCH	COURT BRAND	LEAD	15600.0	PPB
14C03577	378835	11/19/2014	CUMIN POWDER	RADHUNI	ARSENIC	42.3	PPB
14C03577	378835	11/19/2014	CUMIN POWDER	RADHUNI	CADMIUM	51.2	PPB
14C03577	378835	11/19/2014	CUMIN POWDER	RADHUNI	LEAD	137	PPB
14C03611	378661	11/25/2014	TURMERIC	ARCHER FARMS	LEAD	39.1	PPB
14C03612	375257	11/13/2014	TURMERIC POWDER	REHMAT	LEAD	519	PPB
14C03614	376520	11/26/2014	CHILLY POWDER	EASTERN KASHMIRI	ARSENIC	22.1	PPB
14C03614	376520	11/26/2014	CHILLY POWDER	EASTERN KASHMIRI	CADMIUM	36.8	PPB
14C03614	376520	11/26/2014	CHILLY POWDER	EASTERN KASHMIRI	LEAD	57.6	PPB
14C03670	319566	11/24/2014	NOORS CHILI POWDER	NOORS	ARSENIC	45.9	PPB
14C03670	319566	11/24/2014	NOORS CHILI POWDER	NOORS	CADMIUM	86.6	PPB
14C03670	319566	11/24/2014	NOORS CHILI POWDER	NOORS	LEAD	193	PPB
14C03746	375258	12/4/2014	BEST QUALITY TURMERIC	REHMAT	LEAD	736	PPB
14C03749	318883	12/8/2014	CHILLY POWDER (HOTTEST)	EASTERN	LEAD	105	PPB
14C03750	318884	12/8/2014	KASHMIRI CHILLY POWDER	EASTERN	LEAD	60.9	PPB
14C03862	375260	12/12/2014	TURMERIC POWDER	SWAD	LEAD	48.5	PPB
14C03863	375261	12/12/2014	BLACK SALT	AMERICA'S BEST	ARSENIC	33	PPB
14C03863	375261	12/12/2014	BLACK SALT	AMERICA'S BEST	CADMIUM	NONE	PPB
14C03863	375261	12/12/2014	BLACK SALT	AMERICA'S BEST	LEAD	97.3	PPB
14C03865	319568	12/15/2014	CUMIN	GEERC	ARSENIC	20.7	PPB
14C03865	319568	12/15/2014	CUMIN	GEERC	CADMIUM	54.2	PPB
14C03865	319568	12/15/2014	CUMIN	GEERC	LEAD	135	PPB
14C03869	378664	12/16/2014	BEST QUALITY TURMERIC	DEEP	LEAD	30.0	PPB
15C00182	378760	1/14/2015	DRIED CHILI SERRONO HOT	ABARROTERA	LEAD	236	PPB
15C00321	375265	1/26/2015	JEERA CUMIN POWDER	AMERICA'S BEST	ARSENIC	688	PPB
15C00321	375265	1/26/2015	JEERA CUMIN POWDER	AMERICA'S BEST	CADMIUM	56.2	PPB
15C00321	375265	1/26/2015	JEERA CUMIN POWDER	AMERICA'S BEST	LEAD	1160	PPB
15C00322	378738	1/29/2015	Saffron (Kasubha)	SUNRISE FOODS	ARSENIC	9070.0	PPB
15C00322	378738	1/29/2015	Saffron (Kasubha)	SUNRISE FOODS	CADMIUM	95.1	PPB
15C00322	378738	1/29/2015	Saffron (Kasubha)	SUNRISE FOODS	LEAD	14400.0	PPB
15C00332	378837	1/30/2015	TURMERIC POWDER	REHMAT	LEAD	238	PPB
15C00333	373209	2/2/2015	DRIED CHILLI POWDER	CHENGDU SHIZILOU	ARSENIC	54	PPB
15C00333	373209	2/2/2015	DRIED CHILLI POWDER	CHENGDU SHIZILOU	CADMIUM	72	PPB
15C00333	373209	2/2/2015	DRIED CHILLI POWDER	CHENGDU SHIZILOU	LEAD	207	PPB
15C00403	378688	2/5/2015	GROUND CINNAMON	STONE GROUND	CADMIUM	199	PPB
15C00403	378688	2/5/2015	GROUND CINNAMON	STONE GROUND	LEAD	54	PPB
15C00549	377240	2/20/2015	EXTRA HOT CHILLI POWDER	MAYA	ARSENIC	31.4	PPB
15C00549	377240	2/20/2015	EXTRA HOT CHILLI POWDER	MAYA	CADMIUM	107	PPB
15C00549	377240	2/20/2015	EXTRA HOT CHILLI POWDER	MAYA	LEAD	140	PPB
15C00550	377241	2/20/2015	RED CHILI POWDER	THREE RIVERS	ARSENIC	19.2	PPB
15C00550	377241	2/20/2015	RED CHILI POWDER	THREE RIVERS	CADMIUM	91.8	PPB
15C00550	377241	2/20/2015	RED CHILI POWDER	THREE RIVERS	LEAD	129	PPB
15C00551	377242	2/20/2015	SAFFRON POWDER (Turmeric)	CHIEF	LEAD	255	PPB
15C00553	377244	2/20/2015	TURMERIC POWDER	DEER	LEAD	76.3	PPB
15C00555	377246	2/20/2015	PAPRIKA	ROSE BRAND	ARSENIC	1210.0	PPB
15C00555	377246	2/20/2015	PAPRIKA	ROSE BRAND	CADMIUM	3820.0	PPB
15C00555	377246	2/20/2015	PAPRIKA	ROSE BRAND	LEAD	910	PPB
15C00556	377247	2/20/2015	GARAM MASALA	MAYA	ARSENIC	145	PPB
15C00556	377247	2/20/2015	GARAM MASALA	MAYA	CADMIUM	59.1	PPB
15C00556	377247	2/20/2015	GARAM MASALA	MAYA	LEAD	1110	PPB
15C00557	377249	2/20/2015	GARAM MASALA	MTR	ARSENIC	106	PPB
15C00557	377249	2/20/2015	GARAM MASALA	MTR	CADMIUM	46.4	PPB
15C00557	377249	2/20/2015	GARAM MASALA	MTR	LEAD	216	PPB
15C00675	378683	2/27/2015	TURMERIC POWDER	BOMBAY ORIGINAL	LEAD	214	PPB
15C00691	381555	2/24/2015	DRIED FOENICULUM (ANISE)	GOLDEN LION	ARSENIC	498	PPB
15C00691	381555	2/24/2015	DRIED FOENICULUM (ANISE)	GOLDEN LION	CADMIUM	60	PPB
15C00691	381555	2/24/2015	DRIED FOENICULUM (ANISE)	GOLDEN LION	LEAD	1310	PPB
15C00805	378817	3/10/2015	TURMERIC POWDER	LION BRAND	LEAD	60	PPB
15C00806	376987	3/9/2015	TURMERIC POWDER	NOOR'S	LEAD	139	PPB
15C00807	376988	3/9/2015	CURRY POWDER	AMERICA'S BEST	ARSENIC	172	PPB
15C00807	376988	3/9/2015	CURRY POWDER	AMERICA'S BEST	CADMIUM	31.8	PPB
15C00807	376988	3/9/2015	CURRY POWDER	AMERICA'S BEST	LEAD	609	PPB
15C00808	382002	3/5/2015	PURE PICKLE MASALA	DEEP	ARSENIC	16	PPB
15C00808	382002	3/5/2015	PURE PICKLE MASALA	DEEP	CADMIUM	27	PPB
15C00808	382002	3/5/2015	PURE PICKLE MASALA	DEEP	LEAD	38.5	PPB
15C00809	382003	3/5/2015	TURMERIC POWDER	APNA BAZAR	LEAD	NONE	PPB
15C00810	382004	3/5/2015	CHILLI POWDER EXTRA HOT	APNA BAZAR	ARSENIC	72.1	PPB
15C00810	382004	3/5/2015	CHILLI POWDER EXTRA HOT	APNA BAZAR	CADMIUM	91.8	PPB
15C00810	382004	3/5/2015	CHILLI POWDER EXTRA HOT	APNA BAZAR	LEAD	200	PPB
15C00811	382005	3/5/2015	HIMALAYAN PINK SALT	NIRWANA	ARSENIC	20.8	PPB
15C00811	382005	3/5/2015	HIMALAYAN PINK SALT	NIRWANA	CADMIUM	NONE	PPB
15C00811	382005	3/5/2015	HIMALAYAN PINK SALT	NIRWANA	LEAD	59.3	PPB
15C00812	382006	3/5/2015	BLACK SALT	MAYA	ARSENIC	267	PPB
15C00812	382006	3/5/2015	BLACK SALT	MAYA	CADMIUM	NONE	PPB
15C00812	382006	3/5/2015	BLACK SALT	MAYA	LEAD	216	PPB
15C00919	374750	3/6/2015	BLACK SALT	MAYA	ARSENIC	240	PPB
15C00919	374750	3/6/2015	BLACK SALT	MAYA	CADMIUM	none found	PPB
15C00919	374750	3/6/2015	BLACK SALT	MAYA	LEAD	631	PPB
15C00920	376989	3/6/2015	LALAH'S MADRAS CURRY	FORTUNE BRAND	ARSENIC	74.2	PPB
15C00920	376989	3/6/2015	LALAH'S MADRAS CURRY	FORTUNE BRAND	CADMIUM	37.4	PPB
15C00920	376989	3/6/2015	LALAH'S MADRAS CURRY	FORTUNE BRAND	LEAD	292	PPB
15C00999	376120	3/19/2015	TURMERIC POWDER	RADHUNI	LEAD	266	PPB
15C01179	377802	4/7/2015	GROUND TURMERIC	EAGLE SPICE &	LEAD	73.7	PPB
15C01359	378671	4/20/2015	GROUND TURMERIC	SHUR FINE BYRONS	LEAD	121	PPB
15C01444	378791	4/28/2015	OREGANO NATURAL EN POLVO	SOY DOMINICANO	ARSENIC	49.6	PPB
15C01444	378791	4/28/2015	OREGANO NATURAL EN POLVO	SOY DOMINICANO	CADMIUM	NONE	PPB
15C01444	378791	4/28/2015	OREGANO NATURAL EN POLVO	SOY DOMINICANO	LEAD	193	PPB
15C01527	376995	4/30/2015	THREE RIVERS GROUND	Z MART INC	LEAD	403	PPB
15C01860	377092	5/20/2015	MALATHY POWDER	THREE RIVERS	ARSENIC	524	PPB
15C01860	377092	5/20/2015	MALATHY POWDER	THREE RIVERS	CADMIUM	NONE	PPB
15C01860	377092	5/20/2015	MALATHY POWDER	THREE RIVERS	LEAD	1420	PPB
15C01861	377093	5/20/2015	TURMERIC POWDER	THREE RIVERS	LEAD	133	PPB
15C02036	380381	6/4/2015	SAFFRON POWDER (TURMERIC)	CHIEF BRAND	LEAD	84.0	PPB
15C02042	380387	6/4/2015	MADRAS CURRY	TAJ MADRASSEE	ARSENIC	32	PPB
15C02042	380387	6/4/2015	MADRAS CURRY	TAJ MADRASSEE	CADMIUM	197	PPB
15C02042	380387	6/4/2015	MADRAS CURRY	TAJ MADRASSEE	LEAD	61.3	PPB
15C02124	318256	6/10/2015	TUMERIC POWDER	VIANCO	LEAD	1080	PPB
15C02142	318009	6/12/2015	CHILLI POWDER (HOT)	MAYA FOODS	CADMIUM	91.4	PPB
15C02142	318009	6/12/2015	CHILLI POWDER (HOT)	MAYA FOODS	LEAD	196	PPB
15C02221	300690	6/19/2015	PAPRIKA	SPICE CLASSICS	ARSENIC	185	PPB
15C02221	300690	6/19/2015	PAPRIKA	SPICE CLASSICS	CADMIUM	67.7	PPB
15C02221	300690	6/19/2015	PAPRIKA	SPICE CLASSICS	LEAD	276	PPB
15C02302	322565	6/23/2015	HAWLA MASSALA	MAYWAH	ARSENIC	58.3	PPB
15C02302	322565	6/23/2015	HAWLA MASSALA	MAYWAH	CADMIUM	69.2	PPB
15C02302	322565	6/23/2015	HAWLA MASSALA	MAYWAH	LEAD	331	PPB
15C02586	377829	7/9/2015	CHILLI POWDER EXTRA HOT	CHARMINAR	CADMIUM	35.4	PPB
15C02586	377829	7/9/2015	CHILLI POWDER EXTRA HOT	CHARMINAR	LEAD	95.3	PPB
15C02587	377832	7/9/2015	PAPRIKA	THREE RIVERS	ARSENIC	91.9	PPB
15C02587	377832	7/9/2015	PAPRIKA	THREE RIVERS	CADMIUM	213	PPB
15C02587	377832	7/9/2015	PAPRIKA	THREE RIVERS	LEAD	143	PPB
15C02654	377068	7/15/2015	GROUND CUMIN	MIMI'S PRODUCTS	ARSENIC	133	PPB
15C02654	377068	7/15/2015	GROUND CUMIN	MIMI'S PRODUCTS	CADMIUM	89.5	PPB
15C02654	377068	7/15/2015	GROUND CUMIN	MIMI'S PRODUCTS	LEAD	600	PPB
15C02695	377296	7/21/2015	TURMERIC POWDER	MAYA	LEAD	30.9	PPB
15C02728	376583	7/27/2015	TURMERIC POWDER	MAYA	LEAD	43.4	PPB
15C02904	374620	8/3/2015	TURMERIC POWDER	DEER BRAND	ARSENIC	42.4	PPB
15C02904	374620	8/3/2015	TURMERIC POWDER	DEER BRAND	CADMIUM	27.9	PPB
15C02904	374620	8/3/2015	TURMERIC POWDER	DEER BRAND	LEAD	137	PPB
15C02905	377086	7/24/2015	CHILLI POWDER	REHMAT	CADMIUM	71.4	PPB
15C02905	377086	7/24/2015	CHILLI POWDER	REHMAT	LEAD	82.1	PPB
15C03193	302749	9/3/2015	CHILI POWDER	WEI-CHUAN	LEAD	666	PPB
15C03194	302975	9/4/2015	TUMERIC POWDER	TL BON CON VOI	LEAD	350	PPB
15C03195	302976	9/4/2015	GROUND HOT CHILLI	WANGDERM BRAND	LEAD	63.0	PPB
15C03533	375764	9/23/2015	TUMERIC POWDER	RADHUNI	ARSENIC	61.8	PPB
15C03533	375764	9/23/2015	TUMERIC POWDER	RADHUNI	CADMIUM	40.2	PPB
15C03533	375764	9/23/2015	TUMERIC POWDER	RADHUNI	LEAD	189	PPB
15C03534	381352	9/23/2015	RED PEPPER NICE TASTY	ORIGINAL GOLD	ARSENIC	37.2	PPB
15C03534	381352	9/23/2015	RED PEPPER NICE TASTY	ORIGINAL GOLD	CADMIUM	121	PPB
15C03534	381352	9/23/2015	RED PEPPER NICE TASTY	ORIGINAL GOLD	LEAD	104	PPB
15C03553	375766	9/28/2015	TUMERIC	INDO-WEST INDIAN	ARSENIC	16.0	PPB
15C03553	375766	9/28/2015	TUMERIC	INDO-WEST INDIAN	CADMIUM	NONE	PPB
15C03553	375766	9/28/2015	TUMERIC	INDO-WEST INDIAN	LEAD	88.3	PPB
15C04047	373851	11/3/2015	WHOLE TUMERIC	HARDEE	LEAD	35.1	PPB
15C04253	372474	11/18/2015	TUMERIC POWDER	DEER	LEAD	75.9	PPB
15C04368	318061	11/30/2015	CUMIN POWDER	NATURE'S NURTURE	ARSENIC	153	PPB
15C04368	318061	11/30/2015	CUMIN POWDER	NATURE'S NURTURE	CADMIUM	70.6	PPB
15C04368	318061	11/30/2015	CUMIN POWDER	NATURE'S NURTURE	LEAD	383	PPB
15C04439	375773	12/3/2015	TURMERIC POWDER	MAYA	ARSENIC	28.8	PPB
15C04439	375773	12/3/2015	TURMERIC POWDER	MAYA	CADMIUM	28.8	PPB
15C04439	375773	12/3/2015	TURMERIC POWDER	MAYA	LEAD	230	PPB
15C04532	373059	12/14/2015	GROUND CINNAMON	TOROS	CADMIUM	220	PPB
15C04532	373059	12/14/2015	GROUND CINNAMON	TOROS	LEAD	119	PPB
15C04533	373060	12/14/2015	CUMIN GROUND	ABIDO	ARSENIC	67.8	PPB
15C04533	373060	12/14/2015	CUMIN GROUND	ABIDO	CADMIUM	69.8	PPB
15C04533	373060	12/14/2015	CUMIN GROUND	ABIDO	LEAD	124	PPB
15C04659	302229	12/21/2015	GROUND TURMERIC	FRESH FINDS	ARSENIC	32.5	PPB
15C04659	302229	12/21/2015	GROUND TURMERIC	FRESH FINDS	CADMIUM	NONE	PPB
15C04659	302229	12/21/2015	GROUND TURMERIC	FRESH FINDS	LEAD	3330	PPB
15C04700	377784	12/23/2015	PRETZEL SALT		CADMIUM	NONE	PPB
15C04700	377784	12/23/2015	PRETZEL SALT		LEAD	NONE	PPB
16C00039	373868	12/30/2015	DRIED FIVE SPICED POWDER	GOLDEN LION	LEAD	3710	PPB
16C00046	375294	12/30/2015	GROUND CHILTEPIN PEPPER	ABARROTERA	ARSENIC	28.5	PPB
16C00046	375294	12/30/2015	GROUND CHILTEPIN PEPPER	ABARROTERA	CADMIUM	70.2	PPB
16C00046	375294	12/30/2015	GROUND CHILTEPIN PEPPER	ABARROTERA	LEAD	90.6	PPB
16C00047	375295	12/30/2015	FLOR DE JAMAICA	LA MIXTECA	ARSENIC	48.6	PPB
16C00047	375295	12/30/2015	FLOR DE JAMAICA	LA MIXTECA	CADMIUM	126	PPB
16C00047	375295	12/30/2015	FLOR DE JAMAICA	LA MIXTECA	LEAD	817	PPB
16C00311	377837	1/5/2016	GROUND PAPRIKA	THREE RIVERS	ARSENIC	89.8	PPB
16C00311	377837	1/5/2016	GROUND PAPRIKA	THREE RIVERS	CADMIUM	44.7	PPB
16C00311	377837	1/5/2016	GROUND PAPRIKA	THREE RIVERS	LEAD	180	PPB
16C00312	377838	1/5/2016	GROUND GARLIC	THREE RIVERS	ARSENIC	47.9	PPB
16C00312	377838	1/5/2016	GROUND GARLIC	THREE RIVERS	CADMIUM	65.9	PPB
16C00312	377838	1/5/2016	GROUND GARLIC	THREE RIVERS	LEAD	NONE	PPB
16C00437	372714	1/26/2016	CUMIN POWDER	LAXMI BRAND	ARSENIC	80.9	PPB
16C00437	372714	1/26/2016	CUMIN POWDER	LAXMI BRAND	CADMIUM	59.8	PPB
16C00437	372714	1/26/2016	CUMIN POWDER	LAXMI BRAND	LEAD	175	PPB
16C00733	376011	2/17/2016	TAMARIND FLAVOR LOLLIPOP	DELICIOS DE	ARSENIC	16.5	PPB
16C00733	376011	2/17/2016	TAMARIND FLAVOR LOLLIPOP	DELICIOS DE	CADMIUM	NONE	PPB
16C00733	376011	2/17/2016	TAMARIND FLAVOR LOLLIPOP	DELICIOS DE	LEAD	9.39	PPB
16C00948	375364	3/3/2016	CHILI POWDER	RADHUNI	ARSENIC	87.1	PPB
16C00948	375364	3/3/2016	CHILI POWDER	RADHUNI	CADMIUM	55.0	PPB
16C00948	375364	3/3/2016	CHILI POWDER	RADHUNI	LEAD	99.5	PPB
16C00949	375365	3/3/2016	CURRY POWDER	RADHUNI	ARSENIC	135	PPB
16C00949	375365	3/3/2016	CURRY POWDER	RADHUNI	CADMIUM	70.0	PPB
16C00949	375365	3/3/2016	CURRY POWDER	RADHUNI	LEAD	280	PPB
16C00994	380396	3/8/2016	TURMERIC	HOQUE	ARSENIC	20.7	PPB
16C00994	380396	3/8/2016	TURMERIC	HOQUE	CADMIUM	NONE	PPB
16C00994	380396	3/8/2016	TURMERIC	HOQUE	LEAD	103	PPB
16C01193	376021	3/17/2016	CHILLI POWDER	BHAVANI	ARSENIC	23.1	PPB
16C01193	376021	3/17/2016	CHILLI POWDER	BHAVANI	CADMIUM	88.3	PPB
16C01193	376021	3/17/2016	CHILLI POWDER	BHAVANI	LEAD	88.6	PPB
16C01546	375810	4/11/2016	CHILI POWDER (spice/salt blend)	LUZERNE MARKET	ARSENIC	31.2	PPB
16C01546	375810	4/11/2016	CHILI POWDER (spice/salt blend)	LUZERNE MARKET	CADMIUM	163	PPB
16C01546	375810	4/11/2016	CHILI POWDER (spice/salt blend)	LUZERNE MARKET	LEAD	88.5	PPB
16C01623	384801	4/14/2016	TURMERIC POWDER	BEST TASTE	LEAD	2300	PPB
16C01630	372500	4/15/2016	SUYA KHEBAB POWDER	STACK	LEAD	2160	PPB
16C01729	387428	4/21/2016	SORO WISA/PIPER GUINEENSE		ARSENIC	82.4	PPB
16C01729	387428	4/21/2016	SORO WISA/PIPER GUINEENSE		CADMIUM	NONE	PPB
16C01729	387428	4/21/2016	SORO WISA/PIPER GUINEENSE		LEAD	64.9	PPB
16C01883	378552	5/4/2016	CHILLY POWDER RED	NEESA	ARSENIC	32.8	PPB
16C01883	378552	5/4/2016	CHILLY POWDER RED	NEESA	CADMIUM	48.8	PPB
16C01883	378552	5/4/2016	CHILLY POWDER RED	NEESA	LEAD	112	PPB
16C01884	378551	5/4/2016	CORIANDER	PRAN	ARSENIC	73.6	PPB
16C01884	378551	5/4/2016	CORIANDER	PRAN	CADMIUM	99.2	PPB
16C01884	378551	5/4/2016	CORIANDER	PRAN	LEAD	247	PPB
16C02029	381812	5/13/2016	TURMERIC	INDO-WEST INDIAN	LEAD	894	PPB
16C02030	381813	5/13/2016	TURMERIC	ROSE BRAND	LEAD	29.0	PPB
16C02031	381814	5/13/2016	CURRY POWDER	CHIEF	LEAD	63.9	PPB
16C02032	381815	5/13/2016	TURMERIC POWDER	CHIEF	LEAD	264	PPB
16C02346	382496	6/2/2016	DRIED GINGER POWDER	GOLDEN LION	ARSENIC	357	PPB
16C02346	382496	6/2/2016	DRIED GINGER POWDER	GOLDEN LION	CADMIUM	178	PPB
16C02346	382496	6/2/2016	DRIED GINGER POWDER	GOLDEN LION	LEAD	1130	PPB
16C02376	381631	6/6/2016	GROUND CUMIN/COMINO	MIMI'S	ARSENIC	438	PPB
16C02376	381631	6/6/2016	GROUND CUMIN/COMINO	MIMI'S	CADMIUM	35.4	PPB
16C02376	381631	6/6/2016	GROUND CUMIN/COMINO	MIMI'S	LEAD	746	PPB
16C02430	379286	6/7/2016	PAPRIKA	MIMI'S	ARSENIC	213	PPB
16C02430	379286	6/7/2016	PAPRIKA	MIMI'S	CADMIUM	276	PPB
16C02430	379286	6/7/2016	PAPRIKA	MIMI'S	LEAD	256	PPB
16C02441	373897	6/2/2016	DRIED FIVE SPICE POWDER	GOLDEN LION	ARSENIC	949	PPB
16C02441	373897	6/2/2016	DRIED FIVE SPICE POWDER	GOLDEN LION	CADMIUM	183	PPB
16C02441	373897	6/2/2016	DRIED FIVE SPICE POWDER	GOLDEN LION	LEAD	6910	PPB
16C02444	381930	6/8/2016	GROUND SAFFRON	La Ricura	CADMIUM	28.7	PPB
16C02444	381930	6/8/2016	GROUND SAFFRON	La Ricura	LEAD	58.5	PPB
16C02456	376163	6/8/2016	RED PEPPER POWDER	ORIENTAL MASCOT	ARSENIC	91.7	PPB
16C02456	376163	6/8/2016	RED PEPPER POWDER	ORIENTAL MASCOT	CADMIUM	309	PPB
16C02456	376163	6/8/2016	RED PEPPER POWDER	ORIENTAL MASCOT	LEAD	1400	PPB
16C02457	383581	6/9/2016	TURMERIC POWDER	KESHAV	ARSENIC	24.0	PPB
16C02457	383581	6/9/2016	TURMERIC POWDER	KESHAV	CADMIUM	34.4	PPB
16C02457	383581	6/9/2016	TURMERIC POWDER	KESHAV	LEAD	130	PPB
16C02458	387641	6/9/2016	GROUND CINNAMON	MCCORMICK	CADMIUM	275	PPB
16C02458	387641	6/9/2016	GROUND CINNAMON	MCCORMICK	LEAD	53.9	PPB
16C02460	377144	6/7/2016	JAMAICAN CURRY POWDER	BLUE MOUNTAIN	ARSENIC	21.2	PPB
16C02460	377144	6/7/2016	JAMAICAN CURRY POWDER	BLUE MOUNTAIN	CADMIUM	none found	PPB
16C02460	377144	6/7/2016	JAMAICAN CURRY POWDER	BLUE MOUNTAIN	LEAD	1070	PPB
16C02463	381820	6/10/2016	PAPRIKA	MCCORMICK	ARSENIC	132	PPB
16C02463	381820	6/10/2016	PAPRIKA	MCCORMICK	CADMIUM	125	PPB
16C02463	381820	6/10/2016	PAPRIKA	MCCORMICK	LEAD	213	PPB
16C02464	381821	6/10/2016	YELLOW CURRY POWDER	OLDE THOMPSON	ARSENIC	46.9	PPB
16C02464	381821	6/10/2016	YELLOW CURRY POWDER	OLDE THOMPSON	CADMIUM	100	PPB
16C02464	381821	6/10/2016	YELLOW CURRY POWDER	OLDE THOMPSON	LEAD	170	PPB
16C02465	377843	6/7/2016	MARAS PEPPER	VINTAGE	CADMIUM	50.7	PPB
16C02465	377843	6/7/2016	MARAS PEPPER	VINTAGE	LEAD	336	PPB
16C02466	377844	6/7/2016	SUMAC	VINTAGE	ARSENIC	75.7	PPB
16C02466	377844	6/7/2016	SUMAC	VINTAGE	CADMIUM	NONE	PPB
16C02466	377844	6/7/2016	SUMAC	VINTAGE	LEAD	773	PPB
16C02467	383306	6/10/2016	FIVE SPICE POWDER	ASIAN BOY	ARSENIC	124	PPB
16C02467	383306	6/10/2016	FIVE SPICE POWDER	ASIAN BOY	CADMIUM	84.8	PPB
16C02467	383306	6/10/2016	FIVE SPICE POWDER	ASIAN BOY	LEAD	545	PPB
16C02468	376969	6/9/2016	CURRY	AL-RAGAWI	ARSENIC	105	PPB
16C02468	376969	6/9/2016	CURRY	AL-RAGAWI	CADMIUM	55.1	PPB
16C02468	376969	6/9/2016	CURRY	AL-RAGAWI	LEAD	336	PPB
16C02509	376165	6/13/2016	GROUND CUMIN	KITCHEN BLEND	ARSENIC	1130	PPB
16C02509	376165	6/13/2016	GROUND CUMIN	KITCHEN BLEND	CADMIUM	70.9	PPB
16C02509	376165	6/13/2016	GROUND CUMIN	KITCHEN BLEND	LEAD	1570	PPB
16C02514	384128	6/14/2016	EXTRA HOT CHILI POWDER	MAYA	ARSENIC	20.2	PPB
16C02514	384128	6/14/2016	EXTRA HOT CHILI POWDER	MAYA	CADMIUM	60.6	PPB
16C02514	384128	6/14/2016	EXTRA HOT CHILI POWDER	MAYA	LEAD	186	PPB
16C02515	384129	6/14/2016	FANCY PAPRIKA	CHEF'S QUALITY	ARSENIC	67.0	PPB
16C02515	384129	6/14/2016	FANCY PAPRIKA	CHEF'S QUALITY	CADMIUM	36.4	PPB
16C02515	384129	6/14/2016	FANCY PAPRIKA	CHEF'S QUALITY	LEAD	165	PPB
16C02535	379006	6/14/2016	GARLIC POWDER	CLOVER VALLEY	ARSENIC	29.5	PPB
