LAB_NUMBER	FL_NUMBER	COLDATE	PRODUCT_NAME	BRAND	ANALYTE	RESULT	Unit
18C00838	1837460006	3/12/2018	Ground nutmeg	The Spice Hunter	LEAD	15.2	PPB
18C00839	1837850003	3/13/2018	Organic Cumin	Spicely Organics	ARSENIC	127	PPB
18C00839	1837850003	3/13/2018	Organic Cumin	Spicely Organics	CADMIUM	67.9	PPB
18C00839	1837850003	3/13/2018	Organic Cumin	Spicely Organics	LEAD	173	PPB
18C00840	1837590009	3/12/2018	Ground Hot Chili Pepper	Nicomex	ARSENIC	192	PPB
18C00840	1837590009	3/12/2018	Ground Hot Chili Pepper	Nicomex	CADMIUM	163	PPB
18C00840	1837590009	3/12/2018	Ground Hot Chili Pepper	Nicomex	LEAD	346	PPB
18C00841	1837850004	3/12/2018	Organic Curry	Spicely Organics	ARSENIC	29.7	PPB
18C00841	1837850004	3/12/2018	Organic Curry	Spicely Organics	CADMIUM	47.0	PPB
18C00841	1837850004	3/12/2018	Organic Curry	Spicely Organics	LEAD	107	PPB
18C00842	387473	3/12/2018	JAHSHUETH'S JAMAICAN CURRY	JAMAICA GOLD	ARSENIC	29.8	PPB
18C00842	387473	3/12/2018	JAHSHUETH'S JAMAICAN CURRY	JAMAICA GOLD	CADMIUM	21.6	PPB
18C00842	387473	3/12/2018	JAHSHUETH'S JAMAICAN CURRY	JAMAICA GOLD	LEAD	146	PPB
18C00843	387474	3/12/2018	TUMERIC	SPICE CLASS	ARSENIC	42.8	PPB
18C00843	387474	3/12/2018	TUMERIC	SPICE CLASS	CADMIUM	34.2	PPB
18C00843	387474	3/12/2018	TUMERIC	SPICE CLASS	LEAD	115	PPB
18C00844	387475	3/12/2018	SPECIAL MADRAS CURRY	INDI	ARSENIC	86.6	PPB
18C00844	387475	3/12/2018	SPECIAL MADRAS CURRY	INDI	CADMIUM	97.0	PPB
18C00844	387475	3/12/2018	SPECIAL MADRAS CURRY	INDI	LEAD	213	PPB
18C00941	1838370006	3/20/2018	Cumin powder	Shad	ARSENIC	24.7	PPB
18C00941	1838370006	3/20/2018	Cumin powder	Shad	CADMIUM	63.7	PPB
18C00941	1838370006	3/20/2018	Cumin powder	Shad	LEAD	126	PPB
18C00942	1838370007	3/20/2018	Chilli powder	Shad	ARSENIC	19.5	PPB
18C00942	1838370007	3/20/2018	Chilli powder	Shad	CADMIUM	83.2	PPB
18C00942	1838370007	3/20/2018	Chilli powder	Shad	LEAD	117	PPB
18C01001	1838200001	3/26/2018	Black Salt	Shad	ARSENIC	170	PPB
18C01001	1838200001	3/26/2018	Black Salt	Shad	CADMIUM	NONE	PPB
18C01001	1838200001	3/26/2018	Black Salt	Shad	LEAD	175	PPB
18C01003	1838360008	3/28/2018	Ground Coriander	Info-West Indian	ARSENIC	29.3	PPB
18C01003	1838360008	3/28/2018	Ground Coriander	Info-West Indian	CADMIUM	26.6	PPB
18C01003	1838360008	3/28/2018	Ground Coriander	Info-West Indian	LEAD	60.4	PPB
18C01004	1838360009	3/28/2018	Ground Nutmeg	Indo-West Indian	ARSENIC	NONE	PPB
18C01004	1838360009	3/28/2018	Ground Nutmeg	Indo-West Indian	CADMIUM	100	PPB
18C01004	1838360009	3/28/2018	Ground Nutmeg	Indo-West Indian	LEAD	55.5	PPB
18C01005	1838360010	3/28/2018	Ground Turmeric	Chief Brand Products	ARSENIC	30.1	PPB
18C01005	1838360010	3/28/2018	Ground Turmeric	Chief Brand Products	CADMIUM	19.6	PPB
18C01005	1838360010	3/28/2018	Ground Turmeric	Chief Brand Products	LEAD	158	PPB
18C01006	1838360012	3/28/2018	Whole Turmeric	Indo-west Indian	ARSENIC	31.6	PPB
18C01006	1838360012	3/28/2018	Whole Turmeric	Indo-west Indian	CADMIUM	NONE	PPB
18C01006	1838360012	3/28/2018	Whole Turmeric	Indo-west Indian	LEAD	104	PPB
18C01007	1838360013	3/28/2018	Ground Cinnamon	Indo-west Indian	ARSENIC	18.7	PPB
18C01007	1838360013	3/28/2018	Ground Cinnamon	Indo-west Indian	CADMIUM	287	PPB
18C01007	1838360013	3/28/2018	Ground Cinnamon	Indo-west Indian	LEAD	96.1	PPB
18C01026	1837060006	3/28/2018	Ground cumin	Los mart	ARSENIC	129	PPB
18C01026	1837060006	3/28/2018	Ground cumin	Los mart	CADMIUM	98.8	PPB
18C01026	1837060006	3/28/2018	Ground cumin	Los mart	LEAD	403	PPB
18C01046	1838200002	3/26/2018	Cumin Powder	Radhuni	ARSENIC	56.2	PPB
18C01046	1838200002	3/26/2018	Cumin Powder	Radhuni	CADMIUM	79.1	PPB
18C01046	1838200002	3/26/2018	Cumin Powder	Radhuni	LEAD	125	PPB
18C01157	1837060007	3/28/2018	Ground cinnamon	Gro mex	ARSENIC	258	PPB
18C01157	1837060007	3/28/2018	Ground cinnamon	Gro mex	CADMIUM	222	PPB
18C01157	1837060007	3/28/2018	Ground cinnamon	Gro mex	LEAD	4490	PPB
18C01210	1837660014	4/12/2018	Turmeric	La Flor	ARSENIC	21.5	PPB
18C01210	1837660014	4/12/2018	Turmeric	La Flor	CADMIUM	14.7	PPB
18C01210	1837660014	4/12/2018	Turmeric	La Flor	LEAD	55.8	PPB
18C01287	1837500016	4/17/2018	Jamaican Style Hot Curry Powder	Grace	ARSENIC	16.0	PPB
18C01287	1837500016	4/17/2018	Jamaican Style Hot Curry Powder	Grace	CADMIUM	13.9	PPB
18C01287	1837500016	4/17/2018	Jamaican Style Hot Curry Powder	Grace	LEAD	205	PPB
18C01337	1839020005	4/24/2018	Adobo	Goya	ARSENIC	43.8	PPB
18C01337	1839020005	4/24/2018	Adobo	Goya	CADMIUM	NONE	PPB
18C01337	1839020005	4/24/2018	Adobo	Goya	LEAD	63.1	PPB
18C01338	1839020006	4/24/2018	Curry powder	Badia	ARSENIC	139	PPB
18C01338	1839020006	4/24/2018	Curry powder	Badia	CADMIUM	134	PPB
18C01338	1839020006	4/24/2018	Curry powder	Badia	LEAD	219	PPB
18C01447	1837480008	5/1/2018	Wild Sesame Powder	Haioreum	ARSENIC	127	PPB
18C01447	1837480008	5/1/2018	Wild Sesame Powder	Haioreum	CADMIUM	NONE	PPB
18C01447	1837480008	5/1/2018	Wild Sesame Powder	Haioreum	LEAD	144	PPB
18C01448	1837480009	5/1/2018	Curry Powder	Salma	ARSENIC	48.6	PPB
18C01448	1837480009	5/1/2018	Curry Powder	Salma	CADMIUM	40.4	PPB
18C01448	1837480009	5/1/2018	Curry Powder	Salma	LEAD	58.5	PPB
18C01450	1837480006	5/1/2018	Turmeric Powder	Herb&Honey	ARSENIC	25.6	PPB
18C01450	1837480006	5/1/2018	Turmeric Powder	Herb&Honey	CADMIUM	109	PPB
18C01450	1837480006	5/1/2018	Turmeric Powder	Herb&Honey	LEAD	165	PPB
18C01451	1837480010	5/1/2018	Turmeric Powder	Salma	ARSENIC	14.1	PPB
18C01451	1837480010	5/1/2018	Turmeric Powder	Salma	CADMIUM	NONE	PPB
18C01451	1837480010	5/1/2018	Turmeric Powder	Salma	LEAD	60.1	PPB
18C01453	1837480007	5/1/2018	Ginger Powder	Samhak	ARSENIC	176	PPB
18C01453	1837480007	5/1/2018	Ginger Powder	Samhak	CADMIUM	347	PPB
18C01453	1837480007	5/1/2018	Ginger Powder	Samhak	LEAD	791	PPB
18C01466	1837660016	5/3/2018	Ground turmeric	Pereg	ARSENIC	28.6	PPB
18C01466	1837660016	5/3/2018	Ground turmeric	Pereg	CADMIUM	NONE	PPB
18C01466	1837660016	5/3/2018	Ground turmeric	Pereg	LEAD	77.9	PPB
18C01468	1837500037	5/2/2018	Paprika	Mimi s products	ARSENIC	238	PPB
18C01468	1837500037	5/2/2018	Paprika	Mimi s products	CADMIUM	206	PPB
18C01468	1837500037	5/2/2018	Paprika	Mimi s products	LEAD	285	PPB
18C01504	1839640010	5/7/2018	Curry Powder	Maya	ARSENIC	83.6	PPB
18C01504	1839640010	5/7/2018	Curry Powder	Maya	CADMIUM	64.0	PPB
18C01504	1839640010	5/7/2018	Curry Powder	Maya	LEAD	404.0	PPB
18C01517	1838600044	5/9/2018	Bajan Curry Powder	Exotica	ARSENIC	56.9	PPB
18C01517	1838600044	5/9/2018	Bajan Curry Powder	Exotica	CADMIUM	46.8	PPB
18C01517	1838600044	5/9/2018	Bajan Curry Powder	Exotica	LEAD	321.0	PPB
18C01518	1838600043	5/9/2018	Madras Curry Powder	Cariherb	ARSENIC	36.6	PPB
18C01518	1838600043	5/9/2018	Madras Curry Powder	Cariherb	CADMIUM	98.2	PPB
18C01518	1838600043	5/9/2018	Madras Curry Powder	Cariherb	LEAD	43.0	PPB
18C01536	1838000011	5/11/2018	Cinnamon	Simply organic	ARSENIC	32.2	PPB
18C01536	1838000011	5/11/2018	Cinnamon	Simply organic	CADMIUM	345.0	PPB
18C01536	1838000011	5/11/2018	Cinnamon	Simply organic	LEAD	850.0	PPB
18C01537	1838000010	5/11/2018	Turmeric	Simply organic	ARSENIC	17.2	PPB
18C01537	1838000010	5/11/2018	Turmeric	Simply organic	CADMIUM	12.5	PPB
18C01537	1838000010	5/11/2018	Turmeric	Simply organic	LEAD	64.2	PPB
18C01737	1838190043	5/30/2018	Clove Powder	Ying Feng Foodstuffs	ARSENIC	174.0	PPB
18C01737	1838190043	5/30/2018	Clove Powder	Ying Feng Foodstuffs	CADMIUM	23.1	PPB
18C01737	1838190043	5/30/2018	Clove Powder	Ying Feng Foodstuffs	LEAD	926.0	PPB
18C01739	1838190038	5/30/2018	Red Chilli Powder	Good. Suitable	ARSENIC	64.0	PPB
18C01739	1838190038	5/30/2018	Red Chilli Powder	Good. Suitable	CADMIUM	155.0	PPB
18C01739	1838190038	5/30/2018	Red Chilli Powder	Good. Suitable	LEAD	145.0	PPB
18C01741	1838190045	5/30/2018	Five Spices Powder	Good. Suitable	ARSENIC	390.0	PPB
18C01741	1838190045	5/30/2018	Five Spices Powder	Good. Suitable	CADMIUM	107.0	PPB
18C01741	1838190045	5/30/2018	Five Spices Powder	Good. Suitable	LEAD	2020.0	PPB
18C01742	1838190041	5/30/2018	Cumin Powder	Ying Feng Food Stuffs	ARSENIC	1090.0	PPB
18C01742	1838190041	5/30/2018	Cumin Powder	Ying Feng Food Stuffs	CADMIUM	41.9	PPB
18C01742	1838190041	5/30/2018	Cumin Powder	Ying Feng Food Stuffs	LEAD	1120.0	PPB
18C01758	1837060017	5/9/2018	Ground piquin pods	Gro mex	ARSENIC	272.0	PPB
18C01758	1837060017	5/9/2018	Ground piquin pods	Gro mex	CADMIUM	98.1	PPB
18C01758	1837060017	5/9/2018	Ground piquin pods	Gro mex	LEAD	595.0	PPB
18C01788	1837280016	6/4/2018	Achiote Molido	Grimes	ARSENIC	34.3	PPB
18C01788	1837280016	6/4/2018	Achiote Molido	Grimes	CADMIUM	13.1	PPB
18C01788	1837280016	6/4/2018	Achiote Molido	Grimes	LEAD	167.0	PPB
18C01789	1837280017	6/4/2018	Ground piquin pods	La Bodeguita	ARSENIC	43.9	PPB
18C01789	1837280017	6/4/2018	Ground piquin pods	La Bodeguita	CADMIUM	85.6	PPB
18C01789	1837280017	6/4/2018	Ground piquin pods	La Bodeguita	LEAD	212	PPB
18C01790	1837280019	6/4/2018	Ground cumin	Gromex	ARSENIC	73.9	PPB
18C01790	1837280019	6/4/2018	Ground cumin	Gromex	CADMIUM	67.6	PPB
18C01790	1837280019	6/4/2018	Ground cumin	Gromex	LEAD	236	PPB
18C01791	1837710004	6/5/2018	Ground Tumeric	Market Bistro	ARSENIC	24.0	PPB
18C01791	1837710004	6/5/2018	Ground Tumeric	Market Bistro	CADMIUM	11.3	PPB
18C01791	1837710004	6/5/2018	Ground Tumeric	Market Bistro	LEAD	62.8	PPB
18C01808	1838430003	6/5/2018	Ground Curry	Rio Grande	ARSENIC	53.9	ppb
18C01808	1838430003	6/5/2018	Ground Curry	Rio Grande	CADMIUM	64.0	ppb
18C01808	1838430003	6/5/2018	Ground Curry	Rio Grande	LEAD	207	ppb
18C01809	1838320013	6/4/2018	indian chili powder	Kalustyan s indian chili	ARSENIC	21.9	ppb
18C01809	1838320013	6/4/2018	indian chili powder	Kalustyan s indian chili	CADMIUM	44.6	ppb
18C01809	1838320013	6/4/2018	indian chili powder	Kalustyan s indian chili	LEAD	95.8	ppb
18C01810	1838320014	6/4/2018	madras ground turmeric	Kalustyan s madras	ARSENIC	16.2	ppb
18C01810	1838320014	6/4/2018	madras ground turmeric	Kalustyan s madras	CADMIUM	none found	ppb
18C01810	1838320014	6/4/2018	madras ground turmeric	Kalustyan s madras	LEAD	30.4	ppb
18C01811	1838030018	6/5/2018	Turmeric powder	Desi	ARSENIC	37.9	ppb
18C01811	1838030018	6/5/2018	Turmeric powder	Desi	CADMIUM	41.4	ppb
18C01811	1838030018	6/5/2018	Turmeric powder	Desi	LEAD	2400	ppb
18C01812	1838030019	6/5/2018	Chilli powder	Desi	ARSENIC	49.0	ppb
18C01812	1838030019	6/5/2018	Chilli powder	Desi	CADMIUM	108	ppb
18C01812	1838030019	6/5/2018	Chilli powder	Desi	LEAD	159	ppb
18C01835	1837460009	6/5/2018	Oregano Ranchero	Baldom oregano	ARSENIC	97.1	PPB
18C01835	1837460009	6/5/2018	Oregano Ranchero	Baldom oregano	CADMIUM	51.4	PPB
18C01835	1837460009	6/5/2018	Oregano Ranchero	Baldom oregano	LEAD	205	PPB
18C01836	1837460008	6/5/2018	Badia	Badia sazon tropical	ARSENIC	61.5	ppb
18C01836	1837460008	6/5/2018	Badia	Badia sazon tropical	CADMIUM	29.2	ppb
18C01836	1837460008	6/5/2018	Badia	Badia sazon tropical	LEAD	63.7	ppb
18C01837	1837460007	6/5/2018	Currry powder	Jamaican Choice	ARSENIC	15.7	ppb
18C01837	1837460007	6/5/2018	Currry powder	Jamaican Choice	CADMIUM	14.3	ppb
18C01837	1837460007	6/5/2018	Currry powder	Jamaican Choice	LEAD	64.5	ppb
18C01839	1837520020	6/6/2018	Curry Powder	BADIA	ARSENIC	160	ppb
18C01839	1837520020	6/6/2018	Curry Powder	BADIA	CADMIUM	71.7	ppb
18C01839	1837520020	6/6/2018	Curry Powder	BADIA	LEAD	351	ppb
18C01840	1837060018	6/6/2018	Chili powder	Rico	ARSENIC	235	PPB
18C01840	1837060018	6/6/2018	Chili powder	Rico	CADMIUM	64.1	PPB
18C01840	1837060018	6/6/2018	Chili powder	Rico	LEAD	354	PPB
18C01841	1837060019	6/6/2018	Chilli powder	Angel brand	ARSENIC	467	PPB
18C01841	1837060019	6/6/2018	Chilli powder	Angel brand	CADMIUM	1510	PPB
18C01841	1837060019	6/6/2018	Chilli powder	Angel brand	LEAD	499	PPB
18C01842	1838370015	6/4/2018	Red chillie powder	Three rivers	ARSENIC	183	PPB
18C01842	1838370015	6/4/2018	Red chillie powder	Three rivers	CADMIUM	71.9	PPB
18C01842	1838370015	6/4/2018	Red chillie powder	Three rivers	LEAD	1110	PPB
18C01843	1838370018	6/5/2018	Turmeric powder	Casablanca	ARSENIC	14.3	PPB
18C01843	1838370018	6/5/2018	Turmeric powder	Casablanca	CADMIUM	12.8	PPB
18C01843	1838370018	6/5/2018	Turmeric powder	Casablanca	LEAD	44.8	PPB
18C01846	1837120007	6/6/2018	Adobo seasoning	BADIA	ARSENIC	19.7	ppb
18C01846	1837120007	6/6/2018	Adobo seasoning	BADIA	CADMIUM	11.1	ppb
18C01846	1837120007	6/6/2018	Adobo seasoning	BADIA	LEAD	27.2	ppb
18C01847	1837120006	6/6/2018	Chili Powder	Supreme Tradition	ARSENIC	72.4	PPB
18C01847	1837120006	6/6/2018	Chili Powder	Supreme Tradition	CADMIUM	116	PPB
18C01847	1837120006	6/6/2018	Chili Powder	Supreme Tradition	LEAD	87.7	PPB
18C01848	1837120008	6/6/2018	SAZON Culantro & Achiote	BADIA	ARSENIC	10.6	ppb
18C01848	1837120008	6/6/2018	SAZON Culantro & Achiote	BADIA	CADMIUM	none found	ppb
18C01848	1837120008	6/6/2018	SAZON Culantro & Achiote	BADIA	LEAD	32.5	ppb
18C01850	1838470012	6/7/2018	Turmeric Powder	Aara	ARSENIC	16.0	PPB
18C01850	1838470012	6/7/2018	Turmeric Powder	Aara	CADMIUM	NONE	PPB
18C01850	1838470012	6/7/2018	Turmeric Powder	Aara	LEAD	27.7	PPB
18C01851	1838470013	6/7/2018	Red Chili Powder	Aara	ARSENIC	23.4	PPB
18C01851	1838470013	6/7/2018	Red Chili Powder	Aara	CADMIUM	92.3	PPB
18C01851	1838470013	6/7/2018	Red Chili Powder	Aara	LEAD	107	PPB
18C01854	1838310014	5/29/2018	Turmeric	America s Best VEP	ARSENIC	14.4	PPB
18C01854	1838310014	5/29/2018	Turmeric	America s Best VEP	CADMIUM	NONE	PPB
18C01854	1838310014	5/29/2018	Turmeric	America s Best VEP	LEAD	34.8	PPB
18C01855	1839710013	6/8/2018	Hot curry powder	Grace	ARSENIC	23.0	ppb
18C01855	1839710013	6/8/2018	Hot curry powder	Grace	CADMIUM	25.8	ppb
18C01855	1839710013	6/8/2018	Hot curry powder	Grace	LEAD	63.9	ppb
18C01856	1839710014	6/8/2018	Curry powder	Blue Mountain Country	ARSENIC	47.9	ppb
18C01856	1839710014	6/8/2018	Curry powder	Blue Mountain Country	CADMIUM	35.8	ppb
18C01856	1839710014	6/8/2018	Curry powder	Blue Mountain Country	LEAD	90.2	ppb
18C01861	1838770005	6/7/2018	Ground Turmeric	Ziyad	ARSENIC	14.8	PPB
18C01861	1838770005	6/7/2018	Ground Turmeric	Ziyad	CADMIUM	14.8	PPB
18C01861	1838770005	6/7/2018	Ground Turmeric	Ziyad	LEAD	105	PPB
18C01862	1838770006	6/7/2018	Chili powder (extra hot)	Ziyad	ARSENIC	52.8	PPB
18C01862	1838770006	6/7/2018	Chili powder (extra hot)	Ziyad	CADMIUM	57.3	PPB
18C01862	1838770006	6/7/2018	Chili powder (extra hot)	Ziyad	LEAD	122	PPB
18C01863	1838770007	6/7/2018	Turmeric powder	Serene	ARSENIC	103	PPB
18C01863	1838770007	6/7/2018	Turmeric powder	Serene	CADMIUM	37.7	PPB
18C01863	1838770007	6/7/2018	Turmeric powder	Serene	LEAD	189	PPB
18C01864	1838770008	6/7/2018	Curry Powder	Serene	ARSENIC	352	ppb
18C01864	1838770008	6/7/2018	Curry Powder	Serene	CADMIUM	66.5	ppb
18C01864	1838770008	6/7/2018	Curry Powder	Serene	LEAD	859	ppb
18C01881	1838030021	6/11/2018	Curry powder	Betapac	ARSENIC	58.4	ppb
18C01881	1838030021	6/11/2018	Curry powder	Betapac	CADMIUM	54.9	ppb
18C01881	1838030021	6/11/2018	Curry powder	Betapac	LEAD	205	ppb
18C01883	1837730006	6/11/2018	Curry powder	Orale!	ARSENIC	86.5	ppb
18C01883	1837730006	6/11/2018	Curry powder	Orale!	CADMIUM	40.4	ppb
18C01883	1837730006	6/11/2018	Curry powder	Orale!	LEAD	344	ppb
18C01884	1837660019	6/11/2018	Aji Peruano	Mama Tere	ARSENIC	134	ppb
18C01884	1837660019	6/11/2018	Aji Peruano	Mama Tere	CADMIUM	180	ppb
18C01884	1837660019	6/11/2018	Aji Peruano	Mama Tere	LEAD	420	ppb
18C01885	1838380023	6/11/2018	Turmeric Powder	Radhuni	ARSENIC	46.4	PPB
18C01885	1838380023	6/11/2018	Turmeric Powder	Radhuni	CADMIUM	53.0	PPB
18C01885	1838380023	6/11/2018	Turmeric Powder	Radhuni	LEAD	136	PPB
18C01886	1838380024	6/11/2018	Chili Powder	Radhuni	ARSENIC	26.5	PPB
18C01886	1838380024	6/11/2018	Chili Powder	Radhuni	CADMIUM	57.0	PPB
18C01886	1838380024	6/11/2018	Chili Powder	Radhuni	LEAD	153	PPB
18C01902	1838450026	6/12/2018	Turmeric powder	Dead	ARSENIC	25.4	PPB
18C01902	1838450026	6/12/2018	Turmeric powder	Dead	CADMIUM	NONE	PPB
18C01902	1838450026	6/12/2018	Turmeric powder	Dead	LEAD	74.9	PPB
18C01903	1838450027	6/12/2018	Madras curry powder	Dead	ARSENIC	46.8	ppb
18C01903	1838450027	6/12/2018	Madras curry powder	Dead	CADMIUM	64.4	ppb
18C01903	1838450027	6/12/2018	Madras curry powder	Dead	LEAD	261	ppb
18C01904	1837500027	6/8/2018	Jamaican Curry Powder	La Flor	ARSENIC	28.8	ppb
18C01904	1837500027	6/8/2018	Jamaican Curry Powder	La Flor	CADMIUM	197	ppb
18C01904	1837500027	6/8/2018	Jamaican Curry Powder	La Flor	LEAD	38.6	ppb
18C01905	1837500028	6/11/2018	Jamaican Curry	Mimi s Products	ARSENIC	107	ppb
18C01905	1837500028	6/11/2018	Jamaican Curry	Mimi s Products	CADMIUM	124	ppb
18C01905	1837500028	6/11/2018	Jamaican Curry	Mimi s Products	LEAD	467	ppb
18C01919	1837670012	6/13/2018	Paprika	Badia	ARSENIC	126	ppb
18C01919	1837670012	6/13/2018	Paprika	Badia	CADMIUM	148	ppb
18C01919	1837670012	6/13/2018	Paprika	Badia	LEAD	149	ppb
18C01920	1837280021	6/13/2018	Onion powder	Encore	ARSENIC	56.3	PPB
18C01920	1837280021	6/13/2018	Onion powder	Encore	CADMIUM	NONE	PPB
18C01920	1837280021	6/13/2018	Onion powder	Encore	LEAD	57.4	PPB
18C01922	1837860013	6/14/2018	Ground Tumeric	Farm Fresh Variety	ARSENIC	53.6	ppb
18C01922	1837860013	6/14/2018	Ground Tumeric	Farm Fresh Variety	CADMIUM	237	ppb
18C01922	1837860013	6/14/2018	Ground Tumeric	Farm Fresh Variety	LEAD	698	ppb
18C01923	1838450028	6/14/2018	Curry Powder	Laxmi Brand	ARSENIC	77.7	PPB
18C01923	1838450028	6/14/2018	Curry Powder	Laxmi Brand	CADMIUM	44.8	PPB
18C01923	1838450028	6/14/2018	Curry Powder	Laxmi Brand	LEAD	324	PPB
18C01924	1837490014	6/14/2018	Red chili powder	Deep	ARSENIC	30.8	ppb
18C01924	1837490014	6/14/2018	Red chili powder	Deep	CADMIUM	52.4	ppb
18C01924	1837490014	6/14/2018	Red chili powder	Deep	LEAD	68.6	ppb
18C01925	1837490015	6/14/2018	Kashmiri chili powder	Periyar	ARSENIC	29.0	ppb
18C01925	1837490015	6/14/2018	Kashmiri chili powder	Periyar	CADMIUM	43.8	ppb
18C01925	1837490015	6/14/2018	Kashmiri chili powder	Periyar	LEAD	77.7	ppb
18C01926	1837750009	6/14/2018	Turmeric	Frontier Certified	ARSENIC	19.9	ppb
18C01926	1837750009	6/14/2018	Turmeric	Frontier Certified	CADMIUM	45.6	ppb
18C01926	1837750009	6/14/2018	Turmeric	Frontier Certified	LEAD	42.1	ppb
18C01945	1839240011	6/15/2018	Ground Annatto	Buens Abor	ARSENIC	12.7	PPB
18C01945	1839240011	6/15/2018	Ground Annatto	Buens Abor	CADMIUM	NONE	PPB
18C01945	1839240011	6/15/2018	Ground Annatto	Buens Abor	LEAD	713	PPB
18C01946	1837690005	6/15/2018	Ground Turmeric	Eagle spice	ARSENIC	14.7	ppb
18C01946	1837690005	6/15/2018	Ground Turmeric	Eagle spice	CADMIUM	none found	ppb
18C01946	1837690005	6/15/2018	Ground Turmeric	Eagle spice	LEAD	43.7	ppb
18C01947	1837520023	6/15/2018	Paprika	Indo West Indian	ARSENIC	222	ppb
18C01947	1837520023	6/15/2018	Paprika	Indo West Indian	CADMIUM	41.4	ppb
18C01947	1837520023	6/15/2018	Paprika	Indo West Indian	LEAD	319	ppb
18C01948	1837520024	6/15/2018	Anise Seed Whole	Info West Indian	ARSENIC	34.6	PPB
18C01948	1837520024	6/15/2018	Anise Seed Whole	Info West Indian	CADMIUM	99.4	PPB
18C01948	1837520024	6/15/2018	Anise Seed Whole	Info West Indian	LEAD	80.3	PPB
18C01971	1837160009	6/18/2018	Curry Powder	Spice Class	ARSENIC	35.9	PPB
18C01971	1837160009	6/18/2018	Curry Powder	Spice Class	CADMIUM	44.9	PPB
18C01971	1837160009	6/18/2018	Curry Powder	Spice Class	LEAD	152	PPB
18C01972	1838600045	6/15/2018	Curry Powder	Chief	ARSENIC	26.1	PPB
18C01972	1838600045	6/15/2018	Curry Powder	Chief	CADMIUM	84.0	PPB
18C01972	1838600045	6/15/2018	Curry Powder	Chief	LEAD	28.5	PPB
18C01973	1838600046	6/15/2018	Curry Powder	Indi	ARSENIC	83.4	PPB
18C01973	1838600046	6/15/2018	Curry Powder	Indi	CADMIUM	82.6	PPB
18C01973	1838600046	6/15/2018	Curry Powder	Indi	LEAD	209	PPB
18C01974	1838600047	6/15/2018	Saffron Powder Tumeric	Chief	ARSENIC	27.5	ppb
18C01974	1838600047	6/15/2018	Saffron Powder Tumeric	Chief	CADMIUM	26.5	ppb
18C01974	1838600047	6/15/2018	Saffron Powder Tumeric	Chief	LEAD	44.2	ppb
18C01976	1839640011	6/18/2018	Turmeric Powder	Maya	ARSENIC	32.5	ppb
18C01976	1839640011	6/18/2018	Turmeric Powder	Maya	CADMIUM	16.4	ppb
18C01976	1839640011	6/18/2018	Turmeric Powder	Maya	LEAD	92.4	ppb
18C02002	1837860016	6/19/2018	Curry Powder	Frontier Co-op	ARSENIC	89.2	PPB
18C02002	1837860016	6/19/2018	Curry Powder	Frontier Co-op	CADMIUM	126	PPB
18C02002	1837860016	6/19/2018	Curry Powder	Frontier Co-op	LEAD	207	PPB
18C02003	1837040017	6/18/2018	Turmeric powder	Caribbean Paradise	ARSENIC	12.4	PPB
18C02003	1837040017	6/18/2018	Turmeric powder	Caribbean Paradise	CADMIUM	NONE	PPB
18C02003	1837040017	6/18/2018	Turmeric powder	Caribbean Paradise	LEAD	207	PPB
18C02005	1837040016	6/18/2018	Turmeric powder	Chief	ARSENIC	40.0	PPB
18C02005	1837040016	6/18/2018	Turmeric powder	Chief	CADMIUM	34.3	PPB
18C02005	1837040016	6/18/2018	Turmeric powder	Chief	LEAD	178	PPB
18C02006	1838050002	6/19/2018	Turmeric Powder	Radhey Foods	ARSENIC	16.9	PPB
18C02006	1838050002	6/19/2018	Turmeric Powder	Radhey Foods	CADMIUM	45.7	PPB
18C02006	1838050002	6/19/2018	Turmeric Powder	Radhey Foods	LEAD	85.2	PPB
18C02008	1837120010	6/19/2018	Thyme	Thanksgiving Farm	ARSENIC	141	PPB
18C02008	1837120010	6/19/2018	Thyme	Thanksgiving Farm	CADMIUM	NONE	PPB
18C02008	1837120010	6/19/2018	Thyme	Thanksgiving Farm	LEAD	262	PPB
18C02009	1837900019	6/19/2018	Curry powder	Salma	ARSENIC	51.8	PPB
18C02009	1837900019	6/19/2018	Curry powder	Salma	CADMIUM	42.8	PPB
18C02009	1837900019	6/19/2018	Curry powder	Salma	LEAD	162	PPB
18C02010	1837900016	6/19/2018	Turmeric powder	Salma	ARSENIC	13.8	PPB
18C02010	1837900016	6/19/2018	Turmeric powder	Salma	CADMIUM	NONE	PPB
18C02010	1837900016	6/19/2018	Turmeric powder	Salma	LEAD	45.9	PPB
18C02011	1837900017	6/19/2018	Turmetic Powder ( pouder de	Petel Yengue Meat	ARSENIC	18.2	ppb
18C02011	1837900017	6/19/2018	Turmetic Powder ( pouder de	Petel Yengue Meat	CADMIUM	11.4	ppb
18C02011	1837900017	6/19/2018	Turmetic Powder ( pouder de	Petel Yengue Meat	LEAD	38.6	ppb
18C02012	1838200010	6/18/2018	Mustard Powder	Kari-Out Co.	ARSENIC	NONE	PPB
18C02012	1838200010	6/18/2018	Mustard Powder	Kari-Out Co.	CADMIUM	213	PPB
18C02012	1838200010	6/18/2018	Mustard Powder	Kari-Out Co.	LEAD	NONE	PPB
18C02042	1838450029	6/14/2018	Red chili powder	Lacking Brand	ARSENIC	13.2	PPB
18C02042	1838450029	6/14/2018	Red chili powder	Lacking Brand	CADMIUM	86.1	PPB
